record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,ledger_line_id,document_id,posting_date,fiscal_period,account_id,cost_center_id,debit_amount,credit_amount,currency,cashflow_line,plan_actual
fin-03-941bad839266,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a3a53c057115,GL-00000001,AP-PO-000002-10,2026-03-15,2026-03,1200,CC-PROC,2055.3,0.0,USD,INVENTORY,ACTUAL
fin-03-8e83ba1f76ed,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5ac64f904696,GL-00000002,AP-PO-000002-10,2026-03-15,2026-03,2000,CC-PROC,0.0,2055.3,USD,AP,ACTUAL
fin-03-eaf63fadb3d8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-65c810089f53,GL-00000003,AP-PO-000003-10,2026-04-08,2026-04,1200,CC-PROC,213048.96,0.0,USD,INVENTORY,ACTUAL
fin-03-221b9156852d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c43ee30b8f2a,GL-00000004,AP-PO-000003-10,2026-04-08,2026-04,2000,CC-PROC,0.0,213048.96,USD,AP,ACTUAL
fin-03-8017fdb65a22,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-32cd35970fb1,GL-00000005,AP-PO-000004-10,2026-05-02,2026-05,1200,CC-PROC,255027.69,0.0,USD,INVENTORY,ACTUAL
fin-03-db94e244ec8b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-68ea24047e91,GL-00000006,AP-PO-000004-10,2026-05-02,2026-05,2000,CC-PROC,0.0,255027.69,USD,AP,ACTUAL
fin-03-f71b96704465,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6c42837407ee,GL-00000007,AP-PO-000006-10,2026-06-19,2026-06,1200,CC-PROC,340910.25,0.0,USD,INVENTORY,ACTUAL
fin-03-4e158aad10e5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-47e0dbb25a33,GL-00000008,AP-PO-000006-10,2026-06-19,2026-06,2000,CC-PROC,0.0,340910.25,USD,AP,ACTUAL
fin-03-3ce6822cac1e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-063bd6d8b438,GL-00000009,AP-PO-000007-10,2026-07-13,2026-07,1200,CC-PROC,384814.5,0.0,USD,INVENTORY,ACTUAL
fin-03-83eef74a9431,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-49780de69e4f,GL-00000010,AP-PO-000007-10,2026-07-13,2026-07,2000,CC-PROC,0.0,384814.5,USD,AP,ACTUAL
fin-03-e5716b2c3177,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-06c754161c75,GL-00000011,AP-PO-000008-10,2026-08-07,2026-08,1200,CC-PROC,429360.07,0.0,USD,INVENTORY,ACTUAL
fin-03-6926e42bba5d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8be1ec14aa08,GL-00000012,AP-PO-000008-10,2026-08-07,2026-08,2000,CC-PROC,0.0,429360.07,USD,AP,ACTUAL
fin-03-4f694f75c251,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e9a29e827210,GL-00000013,AP-PO-000009-10,2026-08-31,2026-08,1200,CC-PROC,474547.35,0.0,KRW,INVENTORY,ACTUAL
fin-03-5833c44872ba,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-955149e18acf,GL-00000014,AP-PO-000009-10,2026-08-31,2026-08,2000,CC-PROC,0.0,474547.35,KRW,AP,ACTUAL
fin-03-be7ec55d1067,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-88d2176cbe98,GL-00000015,AP-PO-000010-10,2026-09-24,2026-09,1200,CC-PROC,484761.42,0.0,USD,INVENTORY,ACTUAL
