record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,sales_line_id,customer_id,product_id,order_date,due_date,actual_ship_date,plan_quantity,order_quantity,shipped_quantity,quantity_uom,unit_price,currency,status
sls-01-632ca159ba5c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ec3e6a071407,SO-000001-10,CUS-0001,FG-CATHODE,2023-08-01,2023-08-21,2023-08-23,8.0,8.0,8.0,TON,9025.0,KRW,SHIPPED
sls-01-598ae45d1877,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cdaab16d6825,SO-000002-10,CUS-0002,FG-NISO4,2023-08-14,2023-09-04,2023-09-03,9.7,9.7,9.7,TON,23088.0,USD,SHIPPED
sls-01-04f968d8d11b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-94f869f850bd,SO-000003-10,CUS-0003,FG-LIOH,2023-08-27,2023-09-18,2023-09-20,11.4,11.4,11.4,TON,31168.0,USD,SHIPPED
sls-01-7460731e1359,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8ab5fceff2d4,SO-000004-10,CUS-0004,BP-H2SO4,2023-09-09,2023-10-02,2023-10-03,39.3,39.3,39.3,TON,39.44,USD,SHIPPED
sls-01-27c1d53922a8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f69f4c8471f3,SO-000005-10,CUS-0005,BP-GOLD,2023-09-22,2023-10-16,2023-10-16,0.163,0.163,0.163,KG,78842.0,KRW,SHIPPED
sls-01-ec1955886ea8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-062ba9f35210,SO-000006-10,CUS-0006,FG-CATHODE,2023-10-05,2023-10-30,2023-10-28,16.5,16.5,16.5,TON,9595.0,USD,SHIPPED
sls-01-2dd36a3d755e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f245f6b9eadc,SO-000007-10,CUS-0007,FG-NISO4,2023-10-18,2023-11-13,2023-11-14,18.2,18.2,18.2,TON,24528.0,USD,SHIPPED
sls-01-4b99fb377220,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-38a49a4029dd,SO-000008-10,CUS-0008,FG-LIOH,2023-10-31,2023-11-27,2023-11-29,19.9,19.9,19.9,TON,33088.0,USD,SHIPPED
sls-01-7845aa4841ec,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-72110d5830fd,SO-000009-10,CUS-0009,BP-H2SO4,2023-11-13,2023-12-11,2023-12-12,64.8,64.8,64.8,TON,41.84,KRW,SHIPPED
sls-01-fba9cf907dcd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-51272ff371d3,SO-000010-10,CUS-0010,BP-GOLD,2023-11-27,2023-12-26,2023-12-25,0.256,0.256,0.256,KG,75050.0,USD,SHIPPED
sls-01-c5a746f3a9c2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-75051d90b7f4,SO-000011-10,CUS-0011,FG-CATHODE,2023-12-10,2024-01-09,2024-01-09,25.0,25.0,25.0,TON,9139.0,USD,SHIPPED
sls-01-3f6f6e384a2f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-75c510e0d41d,SO-000012-10,CUS-0012,FG-NISO4,2023-12-23,2024-01-23,2024-01-22,26.7,26.7,26.7,TON,23376.0,USD,SHIPPED
sls-01-42be90cc45ca,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9ced1a3ebb76,SO-000013-10,CUS-0013,FG-LIOH,2024-01-05,2024-02-06,2024-02-08,28.4,28.4,28.4,TON,31552.0,KRW,SHIPPED
sls-01-51ef7f0e0ba6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ae094be8b5bc,SO-000014-10,CUS-0014,BP-H2SO4,2024-01-18,2024-02-20,2024-02-19,90.3,90.3,90.3,TON,39.92,USD,SHIPPED
sls-01-8a269b390e40,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3b6ae2a0985d,SO-000015-10,CUS-0015,BP-GOLD,2024-01-31,2024-03-05,2024-03-07,0.35,0.35,0.35,KG,79790.0,USD,SHIPPED
sls-01-3378ec10a17c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9ac862e8414b,SO-000016-10,CUS-0016,FG-CATHODE,2024-02-13,2024-03-19,2024-03-19,33.5,33.5,33.5,TON,9709.0,USD,SHIPPED
sls-01-00868360e49e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-183a999827a9,SO-000017-10,CUS-0017,FG-NISO4,2024-02-26,2024-04-02,2024-04-03,35.2,35.2,35.2,TON,24816.0,KRW,SHIPPED
sls-01-a0726410bdf1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4ad975cc831b,SO-000018-10,CUS-0018,FG-LIOH,2024-03-10,2024-04-16,2024-04-18,8.0,8.0,8.0,TON,33472.0,USD,SHIPPED
sls-01-0e1a1f61995f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9f84254e27f2,SO-000019-10,CUS-0019,BP-H2SO4,2024-03-24,2024-05-01,2024-05-01,29.1,29.1,29.1,TON,38.0,USD,SHIPPED
sls-01-ce51a492f7d0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3f0600cdea04,SO-000020-10,CUS-0020,BP-GOLD,2024-04-06,2024-05-15,2024-05-15,0.125,0.125,0.125,KG,75998.0,USD,SHIPPED
sls-01-27d73314bcba,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0c0111cc8bed,SO-000021-10,CUS-0021,FG-CATHODE,2024-04-19,2024-05-29,2024-05-29,13.1,13.1,13.1,TON,9253.0,KRW,SHIPPED
sls-01-5f988cab9e89,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-558ab3e362ab,SO-000022-10,CUS-0022,FG-NISO4,2024-05-02,2024-06-12,2024-06-10,14.8,14.8,14.8,TON,23664.0,USD,SHIPPED
sls-01-5a8efe0f03b8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-61afb59f0c0c,SO-000023-10,CUS-0023,FG-LIOH,2024-05-15,2024-06-26,2024-06-28,16.5,16.5,16.5,TON,31936.0,USD,SHIPPED
sls-01-8e889e54a26d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a5a20cc55cb2,SO-000024-10,CUS-0024,BP-H2SO4,2024-05-28,2024-07-10,2024-07-12,54.6,54.6,54.6,TON,40.4,USD,SHIPPED
sls-01-9c4aa3c353ed,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8e637ae5e320,SO-000025-10,CUS-0001,BP-GOLD,2024-06-10,2024-07-24,2024-07-25,0.219,0.219,0.219,KG,80738.0,KRW,SHIPPED
sls-01-2bf0db6e1e5f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0c0a4d41bf9c,SO-000026-10,CUS-0002,FG-CATHODE,2024-06-23,2024-07-13,2024-07-11,21.6,21.6,21.6,TON,9823.0,USD,SHIPPED
sls-01-87376ecf1673,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5d87572bca6a,SO-000027-10,CUS-0003,FG-NISO4,2024-07-06,2024-07-27,2024-07-29,23.3,23.3,23.3,TON,25104.0,USD,SHIPPED
sls-01-7d407abc6d49,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9b3bbcebf6d5,SO-000028-10,CUS-0004,FG-LIOH,2024-07-20,2024-08-11,2024-08-12,25.0,25.0,25.0,TON,30400.0,USD,SHIPPED
sls-01-76b983e92630,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4566f1707835,SO-000029-10,CUS-0005,BP-H2SO4,2024-08-02,2024-08-25,2024-08-23,80.1,80.1,80.1,TON,38.48,KRW,SHIPPED
sls-01-39a6066e7d23,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d1f96a3535be,SO-000030-10,CUS-0006,BP-GOLD,2024-08-15,2024-09-08,2024-09-10,0.312,0.312,0.312,KG,76946.0,USD,SHIPPED
sls-01-bd3c26cfd3b1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f192d3e4f308,SO-000031-10,CUS-0007,FG-CATHODE,2024-08-28,2024-09-22,2024-09-20,30.1,30.1,30.1,TON,9367.0,USD,SHIPPED
sls-01-60a30be6caab,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8183a81a6efc,SO-000032-10,CUS-0008,FG-NISO4,2024-09-10,2024-10-06,2024-10-08,31.8,31.8,31.8,TON,23952.0,USD,SHIPPED
sls-01-a6d25e9d6704,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4181f493a26e,SO-000033-10,CUS-0009,FG-LIOH,2024-09-23,2024-10-20,2024-10-21,33.5,33.5,33.5,TON,32320.0,KRW,SHIPPED
sls-01-e03d72386a3c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dfd72d9076b1,SO-000034-10,CUS-0010,BP-H2SO4,2024-10-06,2024-11-03,2024-11-01,105.6,105.6,105.6,TON,40.88,USD,SHIPPED
sls-01-e76a5a102177,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bb3d49011637,SO-000035-10,CUS-0011,BP-GOLD,2024-10-19,2024-11-17,2024-11-15,0.088,0.088,0.088,KG,81686.0,USD,SHIPPED
sls-01-2d1966bbcf83,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4a942ba9c827,SO-000036-10,CUS-0012,FG-CATHODE,2024-11-01,2024-12-01,2024-12-03,9.7,9.7,9.7,TON,9937.0,USD,SHIPPED
sls-01-cb8d978425e3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1d780b0a3a55,SO-000037-10,CUS-0013,FG-NISO4,2024-11-15,2024-12-16,2024-12-17,11.4,11.4,11.4,TON,22800.0,KRW,SHIPPED
sls-01-dd5b0a9caffc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d9c7f425bd6c,SO-000038-10,CUS-0014,FG-LIOH,2024-11-28,2024-12-30,2024-12-28,13.1,13.1,13.1,TON,30784.0,USD,SHIPPED
sls-01-c633bd5048d9,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7bfa46f217b8,SO-000039-10,CUS-0015,BP-H2SO4,2024-12-11,2025-01-13,2025-01-12,44.4,44.4,44.4,TON,38.96,USD,SHIPPED
sls-01-70f9895c8f36,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-615becc9345b,SO-000040-10,CUS-0016,BP-GOLD,2024-12-24,2025-01-27,2025-01-25,0.181,0.181,0.181,KG,77894.0,USD,SHIPPED
sls-01-617bb13deed0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1198d8b03acf,SO-000041-10,CUS-0017,FG-CATHODE,2025-01-06,2025-02-10,2025-02-09,18.2,18.2,18.2,TON,9481.0,KRW,SHIPPED
sls-01-6b06af8f0032,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-85602e1cd6cc,SO-000042-10,CUS-0018,FG-NISO4,2025-01-19,2025-02-24,2025-02-25,19.9,19.9,19.9,TON,24240.0,USD,SHIPPED
sls-01-f557121aa488,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7ab6dd4ab01c,SO-000043-10,CUS-0019,FG-LIOH,2025-02-01,2025-03-10,2025-03-10,21.6,21.6,21.6,TON,32704.0,USD,SHIPPED
sls-01-c96d19d844e8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bd8cf119642f,SO-000044-10,CUS-0020,BP-H2SO4,2025-02-14,2025-03-24,2025-03-23,69.9,69.9,69.9,TON,41.36,USD,SHIPPED
sls-01-c16c5b758943,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-93b22b6a428a,SO-000045-10,CUS-0021,BP-GOLD,2025-02-27,2025-04-07,2025-04-05,0.275,0.275,0.275,KG,82634.0,KRW,SHIPPED
sls-01-b8fcb5e7dbd9,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9aa70495d921,SO-000046-10,CUS-0022,FG-CATHODE,2025-03-13,2025-04-22,2025-04-21,26.7,26.7,26.7,TON,9025.0,USD,SHIPPED
sls-01-9b9c4e9a8322,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f2d43ccb9af2,SO-000047-10,CUS-0023,FG-NISO4,2025-03-26,2025-05-06,2025-05-06,28.4,28.4,28.4,TON,23088.0,USD,SHIPPED
sls-01-09f782430481,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3a4d27457eee,SO-000048-10,CUS-0024,FG-LIOH,2025-04-08,2025-05-20,2025-05-22,30.1,30.1,30.1,TON,31168.0,USD,SHIPPED
sls-01-db5fdde10eb0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e612107b12c0,SO-000049-10,CUS-0001,BP-H2SO4,2025-04-21,2025-06-03,2025-06-04,95.4,95.4,95.4,TON,39.44,KRW,SHIPPED
sls-01-ebeed7bf7a26,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4d0c5260f15b,SO-000050-10,CUS-0002,BP-GOLD,2025-05-04,2025-06-17,2025-06-18,0.368,0.368,0.368,KG,78842.0,USD,SHIPPED
sls-01-58dc45d59aa7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c3a140d586ae,SO-000051-10,CUS-0003,FG-CATHODE,2025-05-17,2025-06-06,2025-06-05,35.2,35.2,35.2,TON,9595.0,USD,SHIPPED
sls-01-be679630d3af,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9a4951f69acf,SO-000052-10,CUS-0004,FG-NISO4,2025-05-30,2025-06-20,2025-06-21,8.0,8.0,8.0,TON,24528.0,USD,SHIPPED
sls-01-964d9daa3408,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8c93c9efcd9b,SO-000053-10,CUS-0005,FG-LIOH,2025-06-12,2025-07-04,2025-07-02,9.7,9.7,9.7,TON,33088.0,KRW,SHIPPED
sls-01-1f6712d204c6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b67539ab965f,SO-000054-10,CUS-0006,BP-H2SO4,2025-06-25,2025-07-18,2025-07-16,34.2,34.2,34.2,TON,41.84,USD,SHIPPED
sls-01-f4f09cfa9914,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-621a566b6884,SO-000055-10,CUS-0007,BP-GOLD,2025-07-09,2025-08-02,2025-08-03,0.144,0.144,0.144,KG,75050.0,USD,SHIPPED
sls-01-06962ae6bb1c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-113478a73daa,SO-000056-10,CUS-0008,FG-CATHODE,2025-07-22,2025-08-16,2025-08-17,14.8,14.8,14.8,TON,9139.0,USD,SHIPPED
