record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,sales_line_id,customer_id,product_id,order_date,due_date,actual_ship_date,plan_quantity,order_quantity,shipped_quantity,quantity_uom,unit_price,currency,status
sls-01-632ca159ba5c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ec3e6a071407,SO-000001-10,CUS-0001,FG-CATHODE,2026-02-01,2026-02-21,2026-02-23,8.0,8.0,8.0,TON,9025.0,KRW,SHIPPED
sls-01-1cab6ceca21b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ebee924e7930,SO-000002-10,CUS-0002,MAT-FI-0011,2026-02-14,2026-03-07,2026-03-07,9.7,9.7,9.7,TON,30784.0,USD,SHIPPED
sls-01-36cdc4a1bfdd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0c2d1fd102e9,SO-000003-10,CUS-0003,MAT-FI-0017,2026-02-27,2026-03-21,2026-03-20,11.4,11.4,11.4,TON,31168.0,USD,SHIPPED
sls-01-18f2e505f054,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b2947663ad2e,SO-000004-10,CUS-0004,MAT-FI-0023,2026-03-12,2026-04-04,2026-04-05,13.1,13.1,13.1,TON,31552.0,USD,SHIPPED
sls-01-885b7ca1472a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ef82a63d5635,SO-000005-10,CUS-0005,MAT-FI-0029,2026-03-25,2026-04-18,2026-04-18,14.8,14.8,14.8,TON,31936.0,KRW,SHIPPED
sls-01-5e4fa6a84b34,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8c56a090abaa,SO-000006-10,CUS-0006,BP-H2SO4,2026-04-07,2026-05-02,2026-05-04,49.5,49.5,49.5,TON,40.4,USD,SHIPPED
sls-01-0c08060f881a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6430449bc3f2,SO-000007-10,CUS-0007,BP-GOLD,2026-04-20,2026-05-16,2026-05-17,0.364,0.364,0.364,KG,80738.0,USD,SHIPPED
sls-01-aa350dcccdbb,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-903a59a7aba7,SO-000008-10,CUS-0008,FG-CATHODE,2026-05-03,2026-05-30,2026-05-28,19.9,19.9,19.9,TON,9823.0,USD,SHIPPED
sls-01-093f0d9284ad,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-15c447a9a53f,SO-000009-10,CUS-0001,MAT-FI-0011,2026-05-16,2026-06-13,2026-06-11,21.6,21.6,21.6,TON,33472.0,KRW,SHIPPED
sls-01-eb8e10f407a3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5740294b822c,SO-000010-10,CUS-0002,MAT-FI-0017,2026-05-30,2026-06-28,2026-06-26,23.3,23.3,23.3,TON,30400.0,USD,SHIPPED
