record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,shipment_id,po_line_id,vessel_or_mode,origin_port,destination_port,lane_id,shipment_quantity,quantity_uom,freight_amount,freight_currency,etd,eta,status
log-02-6d89c9f77c69,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-39165d968fc1,SHP-000001,PO-000001-10,DEMO-VESSEL-02,PERTH,ULSAN,LANE-002,434.854,TON,31961.77,USD,2023-08-05,2023-08-20,DELIVERED
log-02-88b4084b6ba9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-839d065065d1,SHP-000002,PO-000002-10,DEMO-VESSEL-03,VALPARAISO,ULSAN,LANE-003,244.203,EA,18803.63,USD,2023-08-24,2023-09-11,DELIVERED
log-02-274e2651f552,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8406660ba204,SHP-000003,PO-000003-10,DEMO-VESSEL-04,SHANGHAI,ULSAN,LANE-004,254.108,TON,20455.69,USD,2023-09-12,2023-10-10,DELIVERED
log-02-d5c6db248ff4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4fce4110ce7a,SHP-000004,PO-000004-10,DEMO-VESSEL-05,JAKARTA,ULSAN,LANE-005,274.802,TON,23083.37,USD,2023-09-30,2023-11-04,DELIVERED
log-02-7cef8c990a0e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-476b2207762d,SHP-000005,PO-000005-10,DEMO-VESSEL-06,PERTH,ULSAN,LANE-006,626.962,TON,54859.17,USD,2023-10-19,2023-11-26,DELIVERED
log-02-28d29778d7d9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-df21890a1dd1,SHP-000006,PO-000006-10,DEMO-VESSEL-07,VALPARAISO,ULSAN,LANE-007,279.784,EA,25460.34,USD,2023-11-07,2023-12-16,DELIVERED
log-02-049f98a48aeb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-06602c5424c3,SHP-000007,PO-000007-10,DEMO-VESSEL-08,SHANGHAI,ULSAN,LANE-008,295.638,TON,27937.79,USD,2023-11-26,2024-01-09,DELIVERED
log-02-dc347bab852e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-211ff3e33508,SHP-000008,PO-000008-10,DEMO-VESSEL-09,JAKARTA,ULSAN,LANE-009,223.348,TON,21888.1,USD,2023-12-15,2024-02-04,DELIVERED
log-02-df1faeb0565d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bc70589089a3,SHP-000009,PO-000009-10,DEMO-VESSEL-10,PERTH,ULSAN,LANE-010,262.49,TON,26642.74,USD,2024-01-03,2024-03-04,DELIVERED
log-02-c5d8331561d7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8a9bdef1baf9,SHP-000010,PO-000010-10,DEMO-VESSEL-11,VALPARAISO,ULSAN,LANE-011,250.494,EA,26301.87,USD,2024-01-22,2024-03-22,DELIVERED
