record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,movement_id,movement_date,movement_type,material_id,lot_id,from_location_id,to_location_id,quantity,quantity_uom,reference_type,reference_id
inv-02-ef9fa0c004a5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-46441f61a8ef,MOV-ISS-BATCH-0000001,2023-08-01,PRODUCTION_ISSUE,RM-BLACKMASS,LOT-RM-000001,LOC-P2-RAW,PRODUCTION,-3.935,TON,BATCH,BATCH-0000001
inv-02-57d6b0774d42,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-42dc7ffb85e7,MOV-ISS-BATCH-0000001-2,2023-08-01,PRODUCTION_ISSUE,RM-H2SO4,LOT-RM-RM-H2SO4-BATCH-0000001,LOC-P2-RAW,PRODUCTION,-0.459,TON,BATCH,BATCH-0000001
inv-02-61be875e4898,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bbc5f5c4ffd9,MOV-ISS-BATCH-0000001-3,2023-08-01,PRODUCTION_ISSUE,RM-LIME,LOT-RM-RM-LIME-BATCH-0000001,LOC-P2-RAW,PRODUCTION,-0.191,TON,BATCH,BATCH-0000001
inv-02-433eee62eb27,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b539057ac143,MOV-ISS-BATCH-0004733,2023-08-01,PRODUCTION_ISSUE,MAT-RA-0018,LOT-RM-004733,LOC-P2-RAW,PRODUCTION,-11.318,TON,BATCH,BATCH-0004733
inv-02-f4bc7225809c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4bcd16f48ada,MOV-ISS-BATCH-0006001,2023-08-01,PRODUCTION_ISSUE,RM-BLACKMASS,LOT-RM-001001,LOC-P2-RAW,PRODUCTION,-4.403,TON,BATCH,BATCH-0006001
inv-02-0affb3cc352b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2c83d775dd5c,MOV-ISS-BATCH-0006001-2,2023-08-01,PRODUCTION_ISSUE,RM-H2SO4,LOT-RM-RM-H2SO4-BATCH-0006001,LOC-P2-RAW,PRODUCTION,-0.491,TON,BATCH,BATCH-0006001
inv-02-c3162e3c0b4b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-651af760b6c7,MOV-ISS-BATCH-0006001-3,2023-08-01,PRODUCTION_ISSUE,RM-LIME,LOT-RM-RM-LIME-BATCH-0006001,LOC-P2-RAW,PRODUCTION,-0.205,TON,BATCH,BATCH-0006001
inv-02-8623dc8d0b84,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6ea69433c767,MOV-OPEN-00001,2023-08-01,OPENING,RM-MHP,LOT-OPEN-00001,,LOC-P2-RAW,4774.867,TON,OPENING_BALANCE,DEMO-OPENING
inv-02-3dd7c052197c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1d5e7cc79d08,MOV-OPEN-00002,2023-08-01,OPENING,RM-BLACKMASS,LOT-OPEN-00002,,LOC-P2-RAW,4776.856,TON,OPENING_BALANCE,DEMO-OPENING
inv-02-147831c5d472,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-df7d0075017a,MOV-OPEN-00003,2023-08-01,OPENING,RM-H2SO4,LOT-OPEN-00003,,LOC-P2-RAW,2333.243,TON,OPENING_BALANCE,DEMO-OPENING
