record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,snapshot_id,snapshot_date,location_id,material_id,lot_id,unrestricted_quantity,quality_quantity,blocked_quantity,safety_stock_quantity,quantity_uom
inv-01-2a7c161c531f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b240fe5c2e71,STK-20260228-RM-CU-CONC-LOC-P1-RAW,2026-02-28,LOC-P1-RAW,RM-CU-CONC,ALL,1486.0,0.0,0.0,50.0,TON
inv-01-fb05c3992a35,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-53d2fc1c14a0,STK-20260228-RM-CU-CONC-LOC-P2-RAW,2026-02-28,LOC-P2-RAW,RM-CU-CONC,ALL,0.0,0.0,0.0,50.0,TON
inv-01-ec69fd180623,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8781e76e7379,STK-20260228-RM-CU-CONC-LOC-P2-FG,2026-02-28,LOC-P2-FG,RM-CU-CONC,ALL,0.0,0.0,0.0,50.0,TON
inv-01-7aa3d8fb2307,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ffaf5145f5e9,STK-20260228-RM-MHP-LOC-P1-RAW,2026-02-28,LOC-P1-RAW,RM-MHP,ALL,0.0,0.0,0.0,50.0,TON
inv-01-1ab26b2a8065,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-83af9568d3f8,STK-20260228-RM-MHP-LOC-P2-RAW,2026-02-28,LOC-P2-RAW,RM-MHP,ALL,1482.471,0.0,0.0,50.0,TON
inv-01-ee7dd73c8099,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4e307edd4e7e,STK-20260228-RM-MHP-LOC-P2-FG,2026-02-28,LOC-P2-FG,RM-MHP,ALL,0.0,0.0,0.0,50.0,TON
inv-01-f2a484240a52,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-523ca2299e7d,STK-20260228-RM-H2SO4-LOC-P1-RAW,2026-02-28,LOC-P1-RAW,RM-H2SO4,ALL,0.0,0.0,0.0,50.0,TON
inv-01-2aa6247bed44,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ec25fc386245,STK-20260228-RM-H2SO4-LOC-P2-RAW,2026-02-28,LOC-P2-RAW,RM-H2SO4,ALL,1373.548,0.0,0.0,50.0,TON
inv-01-769553d0fbc7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-04fc468c6e54,STK-20260228-RM-H2SO4-LOC-P2-FG,2026-02-28,LOC-P2-FG,RM-H2SO4,ALL,2.09,0.0,0.0,50.0,TON
inv-01-5981c56cbe98,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6bbef326774b,STK-20260228-RM-LIME-LOC-P1-RAW,2026-02-28,LOC-P1-RAW,RM-LIME,ALL,2.66,0.0,0.0,50.0,TON
inv-01-b7b5d3c90912,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e9251ea5adab,STK-20260228-RM-LIME-LOC-P2-RAW,2026-02-28,LOC-P2-RAW,RM-LIME,ALL,1628.182,0.0,0.0,50.0,TON
inv-01-a663575823ac,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4f6391f18e59,STK-20260228-RM-LIME-LOC-P2-FG,2026-02-28,LOC-P2-FG,RM-LIME,ALL,0.0,0.0,0.0,50.0,TON
inv-01-53fae2f8e996,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a331c84bbb33,STK-20260228-WIP-MATTE-LOC-P1-RAW,2026-02-28,LOC-P1-RAW,WIP-MATTE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-f31ebf14b6ba,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f2118ffede0e,STK-20260228-WIP-MATTE-LOC-P2-RAW,2026-02-28,LOC-P2-RAW,WIP-MATTE,ALL,100.0,0.0,0.0,10.0,TON
inv-01-9da6202e11ff,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f54974bcd55a,STK-20260228-WIP-MATTE-LOC-P2-FG,2026-02-28,LOC-P2-FG,WIP-MATTE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-478253c14c2d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8b0b0b547bb2,STK-20260228-WIP-ANODE-LOC-P1-RAW,2026-02-28,LOC-P1-RAW,WIP-ANODE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-a2a90aea10d8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bef250323d87,STK-20260228-WIP-ANODE-LOC-P2-RAW,2026-02-28,LOC-P2-RAW,WIP-ANODE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-a0703ad80d9f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dfbfd213695e,STK-20260228-WIP-ANODE-LOC-P2-FG,2026-02-28,LOC-P2-FG,WIP-ANODE,ALL,101.98,0.0,0.0,10.0,TON
inv-01-f126a92fe7fc,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e17945260d87,STK-20260228-WIP-NISO4-LOC-P1-RAW,2026-02-28,LOC-P1-RAW,WIP-NISO4,ALL,2.52,0.0,0.0,10.0,TON
inv-01-8655edde2570,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9b63ae73997c,STK-20260228-WIP-NISO4-LOC-P2-RAW,2026-02-28,LOC-P2-RAW,WIP-NISO4,ALL,100.0,0.0,0.0,10.0,TON
inv-01-de27b13555ba,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-771dd9b2a84c,STK-20260228-WIP-NISO4-LOC-P2-FG,2026-02-28,LOC-P2-FG,WIP-NISO4,ALL,0.0,0.0,0.0,10.0,TON
