record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,cost_record_id,fiscal_period,product_id,cost_component,standard_unit_cost,actual_unit_cost,variance_amount,currency,quantity_uom
fin-01-0650e3e0cb79,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-213f877df4f8,COST-202308-FG-CATHODE-MATERIAL,2023-08,FG-CATHODE,MATERIAL,5184.0,5042.84,-141.16,USD,TON
fin-01-94bc2de6782d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7046f7a45585,COST-202308-FG-CATHODE-CONVERSION,2023-08,FG-CATHODE,CONVERSION,1152.0,1151.45,-0.55,USD,TON
fin-01-6f05e034f5ec,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3518e18ab97d,COST-202308-FG-CATHODE-LOGISTICS,2023-08,FG-CATHODE,LOGISTICS,504.0,521.4,17.4,USD,TON
fin-01-dafeb7261b4e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bf722631f447,COST-202308-FG-CATHODE-QUALITY_LOSS,2023-08,FG-CATHODE,QUALITY_LOSS,360.0,351.79,-8.21,USD,TON
fin-01-a3e55cb74cd9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-da2787ffc1d1,COST-202308-FG-LIOH-MATERIAL,2023-08,FG-LIOH,MATERIAL,13680.0,13304.9,-375.1,USD,TON
fin-01-8ac514a93d76,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-587d7c9d9332,COST-202308-FG-LIOH-CONVERSION,2023-08,FG-LIOH,CONVERSION,3040.0,3160.83,120.83,USD,TON
fin-01-660ede1fe7d1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d380f6d50934,COST-202308-FG-LIOH-LOGISTICS,2023-08,FG-LIOH,LOGISTICS,1330.0,1316.31,-13.69,USD,TON
fin-01-cf5c820ab38e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-09cdfc0bd117,COST-202308-FG-LIOH-QUALITY_LOSS,2023-08,FG-LIOH,QUALITY_LOSS,950.0,937.68,-12.32,USD,TON
fin-01-eae48f798552,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f5999a91eca1,COST-202308-FG-NISO4-MATERIAL,2023-08,FG-NISO4,MATERIAL,11160.0,11082.32,-77.68,USD,TON
fin-01-f232d85d74bc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cfb34acf7f15,COST-202308-FG-NISO4-CONVERSION,2023-08,FG-NISO4,CONVERSION,2480.0,2540.44,60.44,USD,TON
fin-01-cfebc2efa4c3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9f91d255afec,COST-202308-FG-NISO4-LOGISTICS,2023-08,FG-NISO4,LOGISTICS,1085.0,1125.36,40.36,USD,TON
fin-01-482b0e3b4ca1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3dc60222afd9,COST-202308-FG-NISO4-QUALITY_LOSS,2023-08,FG-NISO4,QUALITY_LOSS,775.0,802.05,27.05,USD,TON
fin-01-bfb2f7393c3d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-459783becf58,COST-202308-MAT-FI-0017-MATERIAL,2023-08,MAT-FI-0017,MATERIAL,13680.0,13772.79,92.79,USD,TON
fin-01-6a2bda09b80a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ffd73e391e50,COST-202308-MAT-FI-0017-CONVERSION,2023-08,MAT-FI-0017,CONVERSION,3040.0,3124.92,84.92,USD,TON
fin-01-ed8108a8fca2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-54985a4bd9f2,COST-202308-MAT-FI-0017-LOGISTICS,2023-08,MAT-FI-0017,LOGISTICS,1330.0,1361.54,31.54,USD,TON
fin-01-a5f4bce0a0bb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2f12905923fd,COST-202308-MAT-FI-0017-QUALITY_LOSS,2023-08,MAT-FI-0017,QUALITY_LOSS,950.0,936.01,-13.99,USD,TON
fin-01-794793472e8e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7893f0bcb9b0,COST-202308-MAT-FI-0023-MATERIAL,2023-08,MAT-FI-0023,MATERIAL,13680.0,13727.04,47.04,USD,TON
fin-01-18b90a191714,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e53faa0020c4,COST-202308-MAT-FI-0023-CONVERSION,2023-08,MAT-FI-0023,CONVERSION,3040.0,2986.39,-53.61,USD,TON
fin-01-6ab1e9c8d264,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c5a06ca47492,COST-202308-MAT-FI-0023-LOGISTICS,2023-08,MAT-FI-0023,LOGISTICS,1330.0,1336.29,6.29,USD,TON
fin-01-49f453ea074f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a27421bcc7a5,COST-202308-MAT-FI-0023-QUALITY_LOSS,2023-08,MAT-FI-0023,QUALITY_LOSS,950.0,938.39,-11.61,USD,TON
fin-01-4d34db19f55a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a3a4bed98386,COST-202308-MAT-FI-0029-MATERIAL,2023-08,MAT-FI-0029,MATERIAL,13680.0,13522.47,-157.53,USD,TON
fin-01-ac8b05facbde,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8e9564d793f7,COST-202308-MAT-FI-0029-CONVERSION,2023-08,MAT-FI-0029,CONVERSION,3040.0,3127.31,87.31,USD,TON
