record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,snapshot_id,snapshot_date,location_id,material_id,lot_id,unrestricted_quantity,quality_quantity,blocked_quantity,safety_stock_quantity,quantity_uom
inv-01-11acb92c3b57,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-812f837afb16,STK-20230831-RM-CU-CONC-LOC-P1-RAW,2023-08-31,LOC-P1-RAW,RM-CU-CONC,ALL,27961.25,0.0,0.0,50.0,TON
inv-01-66d57bb96e5e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-52da7c4e38a2,STK-20230831-RM-CU-CONC-LOC-P1-WIP,2023-08-31,LOC-P1-WIP,RM-CU-CONC,ALL,0.0,0.0,0.0,50.0,TON
inv-01-cbc5cd017869,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2f7a3072a248,STK-20230831-RM-CU-CONC-LOC-P1-FG,2023-08-31,LOC-P1-FG,RM-CU-CONC,ALL,0.0,0.0,0.0,50.0,TON
inv-01-12bbd6fc4210,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1aed558e75b0,STK-20230831-RM-MHP-LOC-P2-RAW,2023-08-31,LOC-P2-RAW,RM-MHP,ALL,28952.283,0.0,0.0,50.0,TON
inv-01-1ef2f71ea97d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c6903eb2cb3f,STK-20230831-RM-MHP-LOC-P2-QI,2023-08-31,LOC-P2-QI,RM-MHP,ALL,0.0,0.0,0.0,50.0,TON
inv-01-ab3994e9a426,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fbb7cfa0ea09,STK-20230831-RM-MHP-LOC-P2-WIP,2023-08-31,LOC-P2-WIP,RM-MHP,ALL,0.0,0.0,0.0,50.0,TON
inv-01-bf1f067235de,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-00a656524a37,STK-20230831-RM-MHP-LOC-P2-FG,2023-08-31,LOC-P2-FG,RM-MHP,ALL,0.0,0.0,0.0,50.0,TON
inv-01-0931cd636b13,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7610e2a9be6c,STK-20230831-RM-BLACKMASS-LOC-P2-RAW,2023-08-31,LOC-P2-RAW,RM-BLACKMASS,ALL,29068.007,0.0,0.0,50.0,TON
inv-01-36cf0c6140a1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5649e8732478,STK-20230831-RM-BLACKMASS-LOC-P2-QI,2023-08-31,LOC-P2-QI,RM-BLACKMASS,ALL,0.0,0.0,0.0,50.0,TON
inv-01-708697b72b68,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-969fe70f6137,STK-20230831-RM-BLACKMASS-LOC-P2-WIP,2023-08-31,LOC-P2-WIP,RM-BLACKMASS,ALL,0.0,0.0,0.0,50.0,TON
inv-01-b65131335774,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-50f94037a372,STK-20230831-RM-BLACKMASS-LOC-P2-FG,2023-08-31,LOC-P2-FG,RM-BLACKMASS,ALL,0.0,0.0,0.0,50.0,TON
inv-01-9b2ce324e7e0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-71e8fe13fa58,STK-20230831-RM-H2SO4-LOC-P2-RAW,2023-08-31,LOC-P2-RAW,RM-H2SO4,ALL,11985.301,0.0,0.0,50.0,TON
inv-01-8919da8ede54,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7fba6c134815,STK-20230831-RM-H2SO4-LOC-P2-QI,2023-08-31,LOC-P2-QI,RM-H2SO4,ALL,0.0,0.0,0.0,50.0,TON
inv-01-b1e7989fe532,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c08a8a335c26,STK-20230831-RM-H2SO4-LOC-P2-WIP,2023-08-31,LOC-P2-WIP,RM-H2SO4,ALL,0.0,0.0,0.0,50.0,TON
inv-01-9106373ecd53,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cb188a042048,STK-20230831-RM-H2SO4-LOC-P2-FG,2023-08-31,LOC-P2-FG,RM-H2SO4,ALL,0.0,0.0,0.0,50.0,TON
inv-01-c9bc0d36cabc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9000c0c32e7e,STK-20230831-RM-LIME-LOC-P2-RAW,2023-08-31,LOC-P2-RAW,RM-LIME,ALL,3542.608,0.0,0.0,50.0,TON
inv-01-f8cd7abc2356,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9794d47be047,STK-20230831-RM-LIME-LOC-P2-QI,2023-08-31,LOC-P2-QI,RM-LIME,ALL,0.0,0.0,0.0,50.0,TON
inv-01-a7633c7abea7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b74282518458,STK-20230831-RM-LIME-LOC-P2-WIP,2023-08-31,LOC-P2-WIP,RM-LIME,ALL,0.0,0.0,0.0,50.0,TON
inv-01-cab00e485e3c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b1d826252148,STK-20230831-RM-LIME-LOC-P2-FG,2023-08-31,LOC-P2-FG,RM-LIME,ALL,0.0,0.0,0.0,50.0,TON
inv-01-e10a24d45870,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-572d957e3c4d,STK-20230831-WIP-MATTE-LOC-P1-RAW,2023-08-31,LOC-P1-RAW,WIP-MATTE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-b79298efee41,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e30cff1d6704,STK-20230831-WIP-MATTE-LOC-P1-WIP,2023-08-31,LOC-P1-WIP,WIP-MATTE,ALL,100.0,0.0,0.0,10.0,TON
inv-01-ab2b00074bc0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-57af865e0669,STK-20230831-WIP-MATTE-LOC-P1-FG,2023-08-31,LOC-P1-FG,WIP-MATTE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-6da2e8898209,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e7f362d1d621,STK-20230831-WIP-ANODE-LOC-P1-RAW,2023-08-31,LOC-P1-RAW,WIP-ANODE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-de5934f36525,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a7d4882bb296,STK-20230831-WIP-ANODE-LOC-P1-WIP,2023-08-31,LOC-P1-WIP,WIP-ANODE,ALL,100.0,0.0,0.0,10.0,TON
inv-01-2f81a5b415b6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7318432fd37f,STK-20230831-WIP-ANODE-LOC-P1-FG,2023-08-31,LOC-P1-FG,WIP-ANODE,ALL,0.0,0.0,0.0,10.0,TON
