record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,movement_id,movement_date,movement_type,material_id,lot_id,from_location_id,to_location_id,quantity,quantity_uom,reference_type,reference_id
inv-02-16070e13db3f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c4390d331a84,MOV-ADJ-0000001,2023-08-01,CYCLE_COUNT_ADJUSTMENT,RM-CU-CONC,LOT-ADJ-0000001,ADJUSTMENT,LOC-P1-RAW,0.05,TON,CYCLE_COUNT,CC-0000001
inv-02-499a37b5005f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-49f982de3528,MOV-ADJ-0001096,2023-08-01,CYCLE_COUNT_ADJUSTMENT,MAT-RA-0216,LOT-ADJ-0001096,LOC-P1-RAW,ADJUSTMENT,-0.29,TON,CYCLE_COUNT,CC-0001096
inv-02-1314cff45ed1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ced5c0c7a44c,MOV-BP-BP-GOLD-BATCH-0000001,2023-08-01,PRODUCTION_RECEIPT,BP-GOLD,LOT-BP-BP-GOLD-BATCH-0000001,PRODUCTION,LOC-P1-FG,0.038,KG,BATCH,BATCH-0000001
inv-02-60165842dfb8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b82cfa652516,MOV-BP-BP-GOLD-BATCH-0004733,2023-08-01,PRODUCTION_RECEIPT,BP-GOLD,LOT-BP-BP-GOLD-BATCH-0004733,PRODUCTION,LOC-P1-FG,0.048,KG,BATCH,BATCH-0004733
inv-02-7f9042362528,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-81e59dc39cb6,MOV-BP-BP-GOLD-BATCH-0006001,2023-08-01,PRODUCTION_RECEIPT,BP-GOLD,LOT-BP-BP-GOLD-BATCH-0006001,PRODUCTION,LOC-P1-FG,0.041,KG,BATCH,BATCH-0006001
inv-02-2f41eba0cc6e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-76be5a23e243,MOV-BP-BP-H2SO4-BATCH-0000001,2023-08-01,PRODUCTION_RECEIPT,BP-H2SO4,LOT-BP-BP-H2SO4-BATCH-0000001,PRODUCTION,LOC-P1-FG,11.475,TON,BATCH,BATCH-0000001
inv-02-6c59e2ba9dca,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-646f91684d39,MOV-BP-BP-H2SO4-BATCH-0004733,2023-08-01,PRODUCTION_RECEIPT,BP-H2SO4,LOT-BP-BP-H2SO4-BATCH-0004733,PRODUCTION,LOC-P1-FG,14.277,TON,BATCH,BATCH-0004733
inv-02-e0429b612bdf,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3aa5a301cde8,MOV-BP-BP-H2SO4-BATCH-0006001,2023-08-01,PRODUCTION_RECEIPT,BP-H2SO4,LOT-BP-BP-H2SO4-BATCH-0006001,PRODUCTION,LOC-P1-FG,12.285,TON,BATCH,BATCH-0006001
inv-02-eb483fcc3b7e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1ff4856a6342,MOV-ISS-BATCH-0000001,2023-08-01,PRODUCTION_ISSUE,RM-CU-CONC,LOT-RM-000001,LOC-P1-RAW,PRODUCTION,-3.844,TON,BATCH,BATCH-0000001
inv-02-6c18329c27ad,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bf1fc5eeffde,MOV-ISS-BATCH-0004733,2023-08-01,PRODUCTION_ISSUE,RM-CU-CONC,LOT-RM-004733,LOC-P1-RAW,PRODUCTION,-4.954,TON,BATCH,BATCH-0004733
