record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,cost_record_id,fiscal_period,product_id,cost_component,standard_unit_cost,actual_unit_cost,variance_amount,currency,quantity_uom
fin-01-0650e3e0cb79,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-213f877df4f8,COST-202308-FG-CATHODE-MATERIAL,2023-08,FG-CATHODE,MATERIAL,5184.0,5273.89,89.89,USD,TON
fin-01-94bc2de6782d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7046f7a45585,COST-202308-FG-CATHODE-CONVERSION,2023-08,FG-CATHODE,CONVERSION,1152.0,1151.97,-0.03,USD,TON
fin-01-6f05e034f5ec,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3518e18ab97d,COST-202308-FG-CATHODE-LOGISTICS,2023-08,FG-CATHODE,LOGISTICS,504.0,513.37,9.37,USD,TON
fin-01-dafeb7261b4e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bf722631f447,COST-202308-FG-CATHODE-QUALITY_LOSS,2023-08,FG-CATHODE,QUALITY_LOSS,360.0,355.25,-4.75,USD,TON
fin-01-06524e13bdc5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9a3b7962f446,COST-202308-MAT-FI-0011-MATERIAL,2023-08,MAT-FI-0011,MATERIAL,13680.0,14270.21,590.21,USD,TON
fin-01-f75faf726fdc,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7d2b16d6ac48,COST-202308-MAT-FI-0011-CONVERSION,2023-08,MAT-FI-0011,CONVERSION,3040.0,3103.88,63.88,USD,TON
fin-01-1b717f53fc75,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3c3b1ec09cea,COST-202308-MAT-FI-0011-LOGISTICS,2023-08,MAT-FI-0011,LOGISTICS,1330.0,1394.2,64.2,USD,TON
fin-01-04089381513b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5ec0d2f38f42,COST-202308-MAT-FI-0011-QUALITY_LOSS,2023-08,MAT-FI-0011,QUALITY_LOSS,950.0,989.9,39.9,USD,TON
fin-01-fb57e1ea3f22,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-37e565b2e0d1,COST-202308-MAT-FI-0017-MATERIAL,2023-08,MAT-FI-0017,MATERIAL,13680.0,14162.81,482.81,USD,TON
fin-01-5be5bd24003f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9b57cad57eb7,COST-202308-MAT-FI-0017-CONVERSION,2023-08,MAT-FI-0017,CONVERSION,3040.0,2995.12,-44.88,USD,TON
fin-01-93dab604e228,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5ec9b6f57f6d,COST-202308-MAT-FI-0017-LOGISTICS,2023-08,MAT-FI-0017,LOGISTICS,1330.0,1363.03,33.03,USD,TON
fin-01-a15ce3ffb829,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-775ec27fc246,COST-202308-MAT-FI-0017-QUALITY_LOSS,2023-08,MAT-FI-0017,QUALITY_LOSS,950.0,963.77,13.77,USD,TON
fin-01-3505eb4657d1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-919a1f9d54db,COST-202308-MAT-FI-0023-MATERIAL,2023-08,MAT-FI-0023,MATERIAL,13680.0,13546.03,-133.97,USD,TON
fin-01-0c2270e88c19,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d4e216acf6c1,COST-202308-MAT-FI-0023-CONVERSION,2023-08,MAT-FI-0023,CONVERSION,3040.0,3125.27,85.27,USD,TON
fin-01-dbf3d086881a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-83ec0074bdb1,COST-202308-MAT-FI-0023-LOGISTICS,2023-08,MAT-FI-0023,LOGISTICS,1330.0,1382.53,52.53,USD,TON
fin-01-a7b711aa7b87,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6464e4499630,COST-202308-MAT-FI-0023-QUALITY_LOSS,2023-08,MAT-FI-0023,QUALITY_LOSS,950.0,992.37,42.37,USD,TON
fin-01-6117473db1f5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-60b0f38aa0ec,COST-202308-MAT-FI-0029-MATERIAL,2023-08,MAT-FI-0029,MATERIAL,13680.0,13948.93,268.93,USD,TON
fin-01-eb7f9828e2e2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2b7c360c7fa9,COST-202308-MAT-FI-0029-CONVERSION,2023-08,MAT-FI-0029,CONVERSION,3040.0,3161.54,121.54,USD,TON
fin-01-02e11e99cfcc,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-05d67e7734a7,COST-202308-MAT-FI-0029-LOGISTICS,2023-08,MAT-FI-0029,LOGISTICS,1330.0,1328.81,-1.19,USD,TON
fin-01-ed367bd156bd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5b69a1d334a9,COST-202308-MAT-FI-0029-QUALITY_LOSS,2023-08,MAT-FI-0029,QUALITY_LOSS,950.0,942.64,-7.36,USD,TON
fin-01-718472385adb,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e69fbb6798f6,COST-202308-MAT-FI-0035-MATERIAL,2023-08,MAT-FI-0035,MATERIAL,13680.0,13885.51,205.51,USD,TON
fin-01-363b4aae2d5d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-faf6e5857fd8,COST-202308-MAT-FI-0035-CONVERSION,2023-08,MAT-FI-0035,CONVERSION,3040.0,2967.14,-72.86,USD,TON
fin-01-6fbec023ab08,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3b48c5d91e6f,COST-202308-MAT-FI-0035-LOGISTICS,2023-08,MAT-FI-0035,LOGISTICS,1330.0,1318.37,-11.63,USD,TON
fin-01-61bd521ebe54,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0426a5e67109,COST-202308-MAT-FI-0035-QUALITY_LOSS,2023-08,MAT-FI-0035,QUALITY_LOSS,950.0,975.56,25.56,USD,TON
fin-01-87fa0d45beb0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-55327a6b2da1,COST-202308-MAT-FI-0041-MATERIAL,2023-08,MAT-FI-0041,MATERIAL,13680.0,13275.45,-404.55,USD,TON
fin-01-3290589d2449,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c6ad01e0f228,COST-202308-MAT-FI-0041-CONVERSION,2023-08,MAT-FI-0041,CONVERSION,3040.0,3130.7,90.7,USD,TON
fin-01-f14aabb04546,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d65e6482d104,COST-202308-MAT-FI-0041-LOGISTICS,2023-08,MAT-FI-0041,LOGISTICS,1330.0,1313.28,-16.72,USD,TON
fin-01-7402b58fc606,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-068d5b621621,COST-202308-MAT-FI-0041-QUALITY_LOSS,2023-08,MAT-FI-0041,QUALITY_LOSS,950.0,929.66,-20.34,USD,TON
fin-01-3a437a863e0c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-790ab56b0c3f,COST-202308-MAT-FI-0047-MATERIAL,2023-08,MAT-FI-0047,MATERIAL,13680.0,13652.16,-27.84,USD,TON
fin-01-11482d9da18e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-97013b741391,COST-202308-MAT-FI-0047-CONVERSION,2023-08,MAT-FI-0047,CONVERSION,3040.0,3069.17,29.17,USD,TON
fin-01-d27f568769b7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7c4673e13edb,COST-202308-MAT-FI-0047-LOGISTICS,2023-08,MAT-FI-0047,LOGISTICS,1330.0,1319.89,-10.11,USD,TON
fin-01-ee536c17d157,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f11b6052364a,COST-202308-MAT-FI-0047-QUALITY_LOSS,2023-08,MAT-FI-0047,QUALITY_LOSS,950.0,953.6,3.6,USD,TON
fin-01-568237f9e6d7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-90dd3929050c,COST-202308-MAT-FI-0053-MATERIAL,2023-08,MAT-FI-0053,MATERIAL,13680.0,13731.01,51.01,USD,TON
fin-01-e0dcdb061a3e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-06ce7dfd13e7,COST-202308-MAT-FI-0053-CONVERSION,2023-08,MAT-FI-0053,CONVERSION,3040.0,3053.6,13.6,USD,TON
fin-01-46c9a2e575ed,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1ff533fc5fca,COST-202308-MAT-FI-0053-LOGISTICS,2023-08,MAT-FI-0053,LOGISTICS,1330.0,1342.3,12.3,USD,TON
fin-01-d0d59642f8ca,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8f6e632c67f9,COST-202308-MAT-FI-0053-QUALITY_LOSS,2023-08,MAT-FI-0053,QUALITY_LOSS,950.0,970.21,20.21,USD,TON
fin-01-ddf77386f6a4,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9d3753e2ee0a,COST-202308-MAT-FI-0059-MATERIAL,2023-08,MAT-FI-0059,MATERIAL,13680.0,13615.06,-64.94,USD,TON
fin-01-c60d1834bab4,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9cf65b1267fe,COST-202308-MAT-FI-0059-CONVERSION,2023-08,MAT-FI-0059,CONVERSION,3040.0,3100.55,60.55,USD,TON
fin-01-cce0e76ef509,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-576858717704,COST-202308-MAT-FI-0059-LOGISTICS,2023-08,MAT-FI-0059,LOGISTICS,1330.0,1360.45,30.45,USD,TON
fin-01-b91868d867f1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ea32dbfd31a6,COST-202308-MAT-FI-0059-QUALITY_LOSS,2023-08,MAT-FI-0059,QUALITY_LOSS,950.0,980.32,30.32,USD,TON
fin-01-c463b455fa9b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c32c8c665cf6,COST-202308-MAT-FI-0065-MATERIAL,2023-08,MAT-FI-0065,MATERIAL,13680.0,13587.96,-92.04,USD,TON
fin-01-8b194218d624,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e64207f18a4f,COST-202308-MAT-FI-0065-CONVERSION,2023-08,MAT-FI-0065,CONVERSION,3040.0,3006.09,-33.91,USD,TON
fin-01-5e3e9485d3fc,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d76ef7833189,COST-202308-MAT-FI-0065-LOGISTICS,2023-08,MAT-FI-0065,LOGISTICS,1330.0,1352.34,22.34,USD,TON
fin-01-03406193c575,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-334493fd131e,COST-202308-MAT-FI-0065-QUALITY_LOSS,2023-08,MAT-FI-0065,QUALITY_LOSS,950.0,954.67,4.67,USD,TON
fin-01-b490d361d460,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-60c8b142bbbf,COST-202308-MAT-FI-0071-MATERIAL,2023-08,MAT-FI-0071,MATERIAL,13680.0,14128.14,448.14,USD,TON
fin-01-e7101c9f06e0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-51259a2918b6,COST-202308-MAT-FI-0071-CONVERSION,2023-08,MAT-FI-0071,CONVERSION,3040.0,2949.17,-90.83,USD,TON
fin-01-ce6026c8cb7d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aac708e167cd,COST-202308-MAT-FI-0071-LOGISTICS,2023-08,MAT-FI-0071,LOGISTICS,1330.0,1387.76,57.76,USD,TON
fin-01-4d7df2d3da7e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e76189f1b9b2,COST-202308-MAT-FI-0071-QUALITY_LOSS,2023-08,MAT-FI-0071,QUALITY_LOSS,950.0,960.05,10.05,USD,TON
fin-01-f321fd0c6e64,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f05224ce74ff,COST-202308-MAT-FI-0077-MATERIAL,2023-08,MAT-FI-0077,MATERIAL,13680.0,14095.59,415.59,USD,TON
fin-01-96241cd4571e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b0e42ab25938,COST-202308-MAT-FI-0077-CONVERSION,2023-08,MAT-FI-0077,CONVERSION,3040.0,3120.58,80.58,USD,TON
fin-01-a3d9fab8207e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1fb8e67bc9d2,COST-202308-MAT-FI-0077-LOGISTICS,2023-08,MAT-FI-0077,LOGISTICS,1330.0,1300.31,-29.69,USD,TON
fin-01-daa89fc67590,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dd927183df39,COST-202308-MAT-FI-0077-QUALITY_LOSS,2023-08,MAT-FI-0077,QUALITY_LOSS,950.0,977.4,27.4,USD,TON
fin-01-acef348e0a4f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3dc44279d0cb,COST-202308-MAT-FI-0083-MATERIAL,2023-08,MAT-FI-0083,MATERIAL,13680.0,13726.64,46.64,USD,TON
