record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,sales_line_id,customer_id,product_id,order_date,due_date,actual_ship_date,plan_quantity,order_quantity,shipped_quantity,quantity_uom,unit_price,currency,status
sls-01-632ca159ba5c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ec3e6a071407,SO-000001-10,CUS-0001,FG-CATHODE,2026-02-01,2026-02-21,2026-02-23,8.0,8.0,8.0,TON,9025.0,KRW,SHIPPED
sls-01-598ae45d1877,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cdaab16d6825,SO-000002-10,CUS-0002,FG-NISO4,2026-02-14,2026-03-07,2026-03-08,9.7,9.7,9.7,TON,23088.0,USD,SHIPPED
sls-01-04f968d8d11b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-94f869f850bd,SO-000003-10,CUS-0003,FG-LIOH,2026-02-27,2026-03-21,2026-03-23,11.4,11.4,11.4,TON,31168.0,USD,SHIPPED
sls-01-7460731e1359,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8ab5fceff2d4,SO-000004-10,CUS-0004,BP-H2SO4,2026-03-12,2026-04-04,2026-04-06,39.3,39.3,39.3,TON,39.44,USD,SHIPPED
sls-01-27c1d53922a8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f69f4c8471f3,SO-000005-10,CUS-0005,BP-GOLD,2026-03-25,2026-04-18,2026-04-19,0.163,0.163,0.163,KG,78842.0,KRW,SHIPPED
sls-01-ec1955886ea8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-062ba9f35210,SO-000006-10,CUS-0006,FG-CATHODE,2026-04-07,2026-05-02,2026-05-02,16.5,16.5,16.5,TON,9595.0,USD,SHIPPED
sls-01-2dd36a3d755e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f245f6b9eadc,SO-000007-10,CUS-0007,FG-NISO4,2026-04-20,2026-05-16,2026-05-15,18.2,18.2,18.2,TON,24528.0,USD,SHIPPED
sls-01-4b99fb377220,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-38a49a4029dd,SO-000008-10,CUS-0008,FG-LIOH,2026-05-03,2026-05-30,2026-05-29,19.9,19.9,19.9,TON,33088.0,USD,SHIPPED
sls-01-4d7e988864ef,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a5352356cd7d,SO-000009-10,CUS-0001,BP-H2SO4,2026-05-16,2026-06-13,2026-06-14,64.8,64.8,64.8,TON,41.84,KRW,SHIPPED
sls-01-cfeb1f872dec,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-811fbe13da1e,SO-000010-10,CUS-0002,BP-GOLD,2026-05-30,2026-06-28,2026-06-29,0.256,0.256,0.256,KG,75050.0,USD,SHIPPED
sls-01-7949d185384c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-23f5e8654ab8,SO-000011-10,CUS-0003,FG-CATHODE,2026-06-12,2026-07-12,2026-07-14,25.0,25.0,25.0,TON,9139.0,USD,SHIPPED
sls-01-73e93a1e82ac,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c7ce26c7cc89,SO-000012-10,CUS-0004,FG-NISO4,2026-06-25,2026-07-26,2026-07-26,26.7,26.7,26.7,TON,23376.0,USD,SHIPPED
sls-01-de05b546923b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-87ec2d5e22f7,SO-000013-10,CUS-0005,FG-LIOH,2026-07-08,2026-08-09,2026-08-09,28.4,28.4,28.4,TON,31552.0,KRW,SHIPPED
sls-01-2e08fe7f55e4,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-59957597474e,SO-000014-10,CUS-0006,BP-H2SO4,2026-07-21,2026-08-23,2026-08-24,90.3,90.3,90.3,TON,39.92,USD,SHIPPED
sls-01-c90791a80cc9,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4e8ab7ea2bf4,SO-000015-10,CUS-0007,BP-GOLD,2026-02-04,2026-03-10,2026-03-08,0.35,0.35,0.35,KG,79790.0,USD,SHIPPED
sls-01-33a6dd871594,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d5fa3bed6e1f,SO-000016-10,CUS-0008,FG-CATHODE,2026-02-17,2026-03-24,2026-03-25,33.5,33.5,33.5,TON,9709.0,USD,SHIPPED
sls-01-7fa6b69500e8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-851388d4630d,SO-000017-10,CUS-0001,FG-NISO4,2026-03-02,2026-04-07,2026-04-09,35.2,35.2,35.2,TON,24816.0,KRW,SHIPPED
sls-01-a46f7f06c00b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-87b6503acba2,SO-000018-10,CUS-0002,FG-LIOH,2026-03-15,2026-04-21,2026-04-19,8.0,8.0,8.0,TON,33472.0,USD,SHIPPED
sls-01-03afa036c43f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-242348a29e4c,SO-000019-10,CUS-0003,BP-H2SO4,2026-03-29,2026-05-06,2026-05-06,29.1,29.1,29.1,TON,38.0,USD,SHIPPED
