record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,contract_id,supplier_id,material_id,contract_quantity,ordered_quantity,quantity_uom,benchmark_code,benchmark_price,premium_rate,currency,incoterm,payment_terms,valid_from,valid_to,price_formula
prc-01-2c9f22414961,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-00c95a34b671,CTR-00001,SUP-0001,RM-MHP,10000,4052.499,TON,NICKEL,8912.69,-0.02,KRW,CIF,NET30,2024-01-01,2027-12-31,BENCHMARK_PRICE*(1+PREMIUM_RATE)
prc-01-9b1d1723a84e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f3b2da91e35a,CTR-00002,SUP-0002,MAT-CO-0009,12500,486.265,EA,NICKEL,8912.69,-0.012,USD,FOB,NET45,2024-01-01,2027-12-31,BENCHMARK_PRICE*(1+PREMIUM_RATE)
prc-01-2729b5add3a7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a41673e5fbe2,CTR-00003,SUP-0003,MAT-RA-0012,15000,379.5,TON,NICKEL,8912.69,-0.004,USD,CFR,NET60,2024-01-01,2027-12-31,BENCHMARK_PRICE*(1+PREMIUM_RATE)
prc-01-0452c297e538,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ddf533d05dbc,CTR-00004,SUP-0004,MAT-RA-0013,17500,375.0,TON,NICKEL,8912.69,0.004,USD,CIF,NET30,2024-01-01,2027-12-31,BENCHMARK_PRICE*(1+PREMIUM_RATE)
prc-01-0bb7e26c0b5f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-daf7cca431db,CTR-00005,SUP-0005,RM-BLACKMASS,20000,8036.73,TON,LITHIUM,25210.57,0.012,KRW,FOB,NET45,2024-01-01,2027-12-31,BENCHMARK_PRICE*(1+PREMIUM_RATE)
prc-01-922c3e424e44,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f0015cf056eb,CTR-00006,SUP-0006,MAT-CO-0015,22500,366.0,EA,NICKEL,8912.69,0.02,USD,CFR,NET60,2024-01-01,2027-12-31,BENCHMARK_PRICE*(1+PREMIUM_RATE)
prc-01-212e3671237a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5f702f69e8a3,CTR-00007,SUP-0007,MAT-RA-0018,25000,361.5,TON,NICKEL,8912.69,0.028,USD,CIF,NET30,2024-01-01,2027-12-31,BENCHMARK_PRICE*(1+PREMIUM_RATE)
prc-01-845fed598545,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ec6947588615,CTR-00008,SUP-0008,MAT-RA-0019,27500,357.0,TON,NICKEL,8912.69,0.036,USD,FOB,NET45,2024-01-01,2027-12-31,BENCHMARK_PRICE*(1+PREMIUM_RATE)
prc-01-82799639d8e2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4f234f2b252d,CTR-00009,SUP-0009,RM-H2SO4,30000,3752.739,TON,SULFURIC_ACID,106.68,0.044,KRW,CFR,NET60,2024-01-01,2027-12-31,BENCHMARK_PRICE*(1+PREMIUM_RATE)
prc-01-885b31bf2ee5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d88f0de18eef,CTR-00010,SUP-0010,MAT-CO-0021,32500,397.5,EA,NICKEL,8912.69,-0.02,USD,CIF,NET30,2024-01-01,2027-12-31,BENCHMARK_PRICE*(1+PREMIUM_RATE)
prc-01-3f68cede27b5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-67dd90487f21,CTR-00011,SUP-0001,MAT-RA-0024,10000,393.0,TON,NICKEL,8912.69,-0.012,KRW,FOB,NET30,2024-01-01,2027-12-31,BENCHMARK_PRICE*(1+PREMIUM_RATE)
prc-01-2346ad0e1a87,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6f3344ae858c,CTR-00012,SUP-0002,MAT-RA-0025,12500,388.5,TON,NICKEL,8912.69,-0.004,USD,CFR,NET45,2024-01-01,2027-12-31,BENCHMARK_PRICE*(1+PREMIUM_RATE)
prc-01-4968220fdc00,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a57683f43e04,CTR-00013,SUP-0003,RM-LIME,15000,1502.88,TON,NICKEL,8912.69,0.004,USD,CIF,NET60,2024-01-01,2027-12-31,BENCHMARK_PRICE*(1+PREMIUM_RATE)
prc-01-2d21a5b5dc60,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d6fe383f8fd6,CTR-00014,SUP-0004,MAT-CO-0027,17500,379.5,EA,NICKEL,8912.69,0.012,USD,FOB,NET30,2024-01-01,2027-12-31,BENCHMARK_PRICE*(1+PREMIUM_RATE)
prc-01-3ab0d6df5521,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ebd878153901,CTR-00015,SUP-0005,MAT-RA-0030,20000,375.0,TON,NICKEL,8912.69,0.02,KRW,CFR,NET45,2024-01-01,2027-12-31,BENCHMARK_PRICE*(1+PREMIUM_RATE)
