record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,cost_record_id,fiscal_period,product_id,cost_component,standard_unit_cost,actual_unit_cost,variance_amount,currency,quantity_uom
fin-01-fa86f13d3184,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-af795fbf62c7,COST-202602-FG-LIOH-MATERIAL,2026-02,FG-LIOH,MATERIAL,13680.0,13402.12,-277.88,USD,TON
fin-01-17714b632501,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-47ea5e40a02b,COST-202602-FG-LIOH-CONVERSION,2026-02,FG-LIOH,CONVERSION,3040.0,3182.91,142.91,USD,TON
fin-01-ff50a1a42c28,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-08aefe3ea692,COST-202602-FG-LIOH-LOGISTICS,2026-02,FG-LIOH,LOGISTICS,1330.0,1328.47,-1.53,USD,TON
fin-01-76663da6ecf8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-174bf99077e0,COST-202602-FG-LIOH-QUALITY_LOSS,2026-02,FG-LIOH,QUALITY_LOSS,950.0,986.47,36.47,USD,TON
fin-01-4e7f4a6d4218,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-41d585a26fe2,COST-202602-FG-NISO4-MATERIAL,2026-02,FG-NISO4,MATERIAL,11160.0,11501.06,341.06,USD,TON
fin-01-5c2fe898e3ad,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7bbf204e74cc,COST-202602-FG-NISO4-CONVERSION,2026-02,FG-NISO4,CONVERSION,2480.0,2540.86,60.86,USD,TON
fin-01-ec63b43edcc7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1ae56e814978,COST-202602-FG-NISO4-LOGISTICS,2026-02,FG-NISO4,LOGISTICS,1085.0,1113.25,28.25,USD,TON
fin-01-3a5abebc99ce,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-22c291ef7e19,COST-202602-FG-NISO4-QUALITY_LOSS,2026-02,FG-NISO4,QUALITY_LOSS,775.0,756.15,-18.85,USD,TON
fin-01-4ebf150172c5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ff89168a8478,COST-202602-MAT-FI-0011-MATERIAL,2026-02,MAT-FI-0011,MATERIAL,13680.0,13374.56,-305.44,USD,TON
fin-01-392623df0d61,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2347ae0b4275,COST-202602-MAT-FI-0011-CONVERSION,2026-02,MAT-FI-0011,CONVERSION,3040.0,3091.96,51.96,USD,TON
fin-01-6e2c50709764,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a34678f8fa18,COST-202602-MAT-FI-0011-LOGISTICS,2026-02,MAT-FI-0011,LOGISTICS,1330.0,1330.54,0.54,USD,TON
fin-01-5d15b30aebe4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d789cc41ff5a,COST-202602-MAT-FI-0011-QUALITY_LOSS,2026-02,MAT-FI-0011,QUALITY_LOSS,950.0,922.01,-27.99,USD,TON
fin-01-f1e970f97ed2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-296337efd7cc,COST-202602-MAT-FI-0017-MATERIAL,2026-02,MAT-FI-0017,MATERIAL,13680.0,14132.91,452.91,USD,TON
fin-01-19c7cbf7dfa0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-de85062ff689,COST-202602-MAT-FI-0017-CONVERSION,2026-02,MAT-FI-0017,CONVERSION,3040.0,2999.41,-40.59,USD,TON
