record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,finance_document_id,document_type,partner_id,reference_id,posting_date,due_date,amount,currency,paid_at,status
fin-02-b883c3f5a0c2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-330a714b57d7,AP-PO-000001-10,AP,SUP-0001,PO-000001-10,2026-02-19,2026-04-05,4714536.5,KRW,2026-04-02,PAID
fin-02-96019aad08dc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cd59bd322aed,AP-PO-000002-10,AP,SUP-0002,PO-000002-10,2026-03-15,2026-04-29,400977.95,USD,2026-04-26,PAID
fin-02-a0afd20bb785,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5beca293022a,AP-PO-000003-10,AP,SUP-0003,PO-000003-10,2026-04-08,2026-05-23,256868.16,USD,2026-05-20,PAID
fin-02-735df3e6711e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-30c92db8bad4,AP-PO-000005-10,AP,SUP-0005,PO-000005-10,2026-05-26,2026-07-10,6195138.97,KRW,2026-07-07,PAID
fin-02-11113cffd746,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-58b81decd108,AP-PO-000006-10,AP,SUP-0006,PO-000006-10,2026-06-19,2026-08-03,411027.75,USD,2026-07-31,PAID
fin-02-3c4451cdc70e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fbafc6f99f93,AP-PO-000008-10,AP,SUP-0008,PO-000008-10,2026-08-07,2026-09-21,517669.16,USD,2026-09-18,PAID
fin-02-e2650d07d313,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-08b71293c13f,AP-PO-000009-10,AP,SUP-0009,PO-000009-10,2026-08-31,2026-10-15,12916224.6,KRW,2026-10-12,PAID
fin-02-5cb9db4c357d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-027e401b25ed,AP-PO-000010-10,AP,SUP-0010,PO-000010-10,2026-09-24,2026-11-08,584464.95,USD,2026-11-05,PAID
fin-02-8272f0c54f18,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a16a31197ae8,AP-PO-000012-10,AP,SUP-0002,PO-000012-10,2026-03-06,2026-04-20,160542.6,USD,2026-04-17,PAID
fin-02-aa41d6588d32,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a2334e0d8644,AP-PO-000014-10,AP,SUP-0004,PO-000014-10,2026-04-23,2026-06-07,260994.48,USD,2026-06-04,PAID
fin-02-6e83322e59d8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0564dfe2c011,AP-PO-000015-10,AP,SUP-0005,PO-000015-10,2026-05-18,2026-07-02,312381.09,KRW,2026-06-29,PAID
fin-02-52ef79e7961c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d2056a9a4022,AP-PO-000016-10,AP,SUP-0006,PO-000016-10,2026-06-11,2026-07-26,384137.95,USD,2026-07-23,PAID
fin-02-3f838d4c9a0e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-31db7e6076fc,AP-PO-000017-10,AP,SUP-0007,PO-000017-10,2026-07-05,2026-08-19,703239.63,USD,2026-08-16,PAID
fin-02-bd15543d2d17,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-eb2b52f880e2,AP-PO-000018-10,AP,SUP-0008,PO-000018-10,2026-07-29,2026-09-12,471182.88,USD,2026-09-09,PAID
fin-02-1b0c7661e486,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-95127385d612,AP-PO-000019-10,AP,SUP-0009,PO-000019-10,2026-08-22,2026-10-06,489686.85,KRW,2026-10-03,PAID
fin-02-9b214003887c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e439b1a08c97,AP-PO-000020-10,AP,SUP-0010,PO-000020-10,2026-09-15,2026-10-30,526002.21,USD,2026-10-27,PAID
fin-02-5fdccf366dd2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-84ef73f4e1b1,AP-PO-000021-10,AP,SUP-0001,PO-000021-10,2026-07-31,2026-09-14,6378481.88,KRW,2026-09-11,PAID
fin-02-f6b95c7edb27,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a0ca68349e71,AP-PO-000023-10,AP,SUP-0003,PO-000023-10,2026-03-22,2026-05-06,160542.6,USD,2026-05-03,PAID
fin-02-caf8a968a7ea,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e5d9e31358ec,AP-PO-000025-10,AP,SUP-0005,PO-000025-10,2026-05-09,2026-06-23,5900139.09,KRW,2026-06-20,PAID
fin-02-8e54edc031ed,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ffd8074e0874,AP-PO-000027-10,AP,SUP-0007,PO-000027-10,2026-06-26,2026-08-10,364541.1,USD,2026-08-07,PAID
fin-02-fd2d0befd80e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3c0fc43004e5,AP-PO-000028-10,AP,SUP-0008,PO-000028-10,2026-07-20,2026-09-03,417475.12,USD,2026-08-31,PAID
fin-02-d5d1c3e0ecda,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-593f319aa998,AP-PO-000031-10,AP,SUP-0001,PO-000031-10,2026-07-23,2026-09-06,541460.37,KRW,2026-09-03,PAID
fin-02-9062913746f6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2a576c68a528,AP-PO-000032-10,AP,SUP-0002,PO-000032-10,2026-08-16,2026-09-30,594007.62,USD,2026-09-27,PAID
fin-02-a9909e4fdb6e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4c5f075b792d,AP-PO-000033-10,AP,SUP-0003,PO-000033-10,2026-03-13,2026-04-27,25297.24,USD,2026-04-24,PAID
fin-02-a6e3adc528f6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5e9f35915513,AP-PO-000034-10,AP,SUP-0004,PO-000034-10,2026-04-06,2026-05-21,163121.55,USD,2026-05-18,PAID
fin-02-e12183db4524,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-08faa0acb326,AP-PO-000036-10,AP,SUP-0006,PO-000036-10,2026-05-25,2026-07-09,362795.72,USD,2026-07-06,PAID
fin-02-1dc6ea087c6a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-74f4a724e485,AP-PO-000042-10,AP,SUP-0002,PO-000042-10,2026-08-07,2026-09-21,512359.53,USD,2026-09-18,PAID
