record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,shipment_id,po_line_id,vessel_or_mode,origin_port,destination_port,lane_id,shipment_quantity,quantity_uom,freight_amount,freight_currency,etd,eta,status
log-02-6d89c9f77c69,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-39165d968fc1,SHP-000001,PO-000001-10,DEMO-VESSEL-02,PERTH,ULSAN,LANE-002,447.686,TON,32904.92,USD,2026-02-05,2026-02-17,DELIVERED
log-02-88b4084b6ba9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-839d065065d1,SHP-000002,PO-000002-10,DEMO-VESSEL-03,VALPARAISO,ULSAN,LANE-003,37.768,EA,2908.14,USD,2026-02-24,2026-03-13,DELIVERED
log-02-274e2651f552,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8406660ba204,SHP-000003,PO-000003-10,DEMO-VESSEL-04,SHANGHAI,ULSAN,LANE-004,24.0,TON,1932.0,USD,2026-03-15,2026-04-08,DELIVERED
log-02-65fbc11a1cc8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-11e55885a1d3,SHP-000004,PO-000005-10,DEMO-VESSEL-05,JAKARTA,ULSAN,LANE-005,569.68,TON,47853.12,USD,2026-04-21,2026-05-29,DELIVERED
log-02-0ad39122f4fe,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b2d0c4371962,SHP-000005,PO-000006-10,DEMO-VESSEL-06,PERTH,ULSAN,LANE-006,37.5,EA,3281.25,USD,2026-05-10,2026-06-22,DELIVERED
log-02-44de4e203630,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-07f2cc747c62,SHP-000006,PO-000008-10,DEMO-VESSEL-07,VALPARAISO,ULSAN,LANE-007,46.5,TON,4231.5,USD,2026-06-17,2026-08-09,DELIVERED
log-02-ee64fb83b5c8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4c5f9d3af466,SHP-000007,PO-000009-10,DEMO-VESSEL-08,SHANGHAI,ULSAN,LANE-008,490.741,TON,46375.02,USD,2026-07-06,2026-09-01,DELIVERED
log-02-662dc64721ca,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7e7cfe5a8be5,SHP-000008,PO-000010-10,DEMO-VESSEL-09,JAKARTA,ULSAN,LANE-009,55.5,EA,5439.0,USD,2026-07-25,2026-09-28,DELIVERED
log-02-23fb7bba2f8e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-79cc29540940,SHP-000009,PO-000012-10,DEMO-VESSEL-10,PERTH,ULSAN,LANE-010,15.0,EA,1522.5,USD,2026-02-15,2026-03-06,DELIVERED
log-02-1f37d200750f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c5e1d1e11b72,SHP-000010,PO-000014-10,DEMO-VESSEL-11,VALPARAISO,ULSAN,LANE-011,24.0,TON,2520.0,USD,2026-03-24,2026-04-28,DELIVERED
