record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,snapshot_id,snapshot_date,location_id,material_id,lot_id,unrestricted_quantity,quality_quantity,blocked_quantity,safety_stock_quantity,quantity_uom
inv-01-2a7c161c531f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b240fe5c2e71,STK-20260228-RM-CU-CONC-LOC-P1-RAW,2026-02-28,LOC-P1-RAW,RM-CU-CONC,ALL,2170.718,0.0,0.0,50.0,TON
inv-01-8f5d41a7b1b0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-52acd47dd8c1,STK-20260228-RM-CU-CONC-LOC-P1-FG,2026-02-28,LOC-P1-FG,RM-CU-CONC,ALL,0.0,0.0,0.0,50.0,TON
inv-01-555a5ec653b8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6fc2709e11aa,STK-20260228-RM-MHP-LOC-P2-RAW,2026-02-28,LOC-P2-RAW,RM-MHP,ALL,1758.75,0.0,0.0,50.0,TON
inv-01-d3e560e64775,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-74a902948e18,STK-20260228-RM-MHP-LOC-P2-FG,2026-02-28,LOC-P2-FG,RM-MHP,ALL,0.0,0.0,0.0,50.0,TON
inv-01-d4b1ce708530,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-110dcbc74ebe,STK-20260228-RM-BLACKMASS-LOC-P2-RAW,2026-02-28,LOC-P2-RAW,RM-BLACKMASS,ALL,1745.011,0.0,0.0,50.0,TON
inv-01-5cc6dd71f1d8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7f6b161c18bb,STK-20260228-RM-BLACKMASS-LOC-P2-FG,2026-02-28,LOC-P2-FG,RM-BLACKMASS,ALL,0.0,0.0,0.0,50.0,TON
inv-01-7b179e44577e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1bf6d42eae3c,STK-20260228-RM-H2SO4-LOC-P2-RAW,2026-02-28,LOC-P2-RAW,RM-H2SO4,ALL,1825.063,0.0,0.0,50.0,TON
inv-01-e725d2b33308,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d1882bcd50eb,STK-20260228-RM-H2SO4-LOC-P2-FG,2026-02-28,LOC-P2-FG,RM-H2SO4,ALL,0.0,0.0,0.0,50.0,TON
inv-01-fb0da5527d76,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3c12f9c68090,STK-20260228-RM-LIME-LOC-P2-RAW,2026-02-28,LOC-P2-RAW,RM-LIME,ALL,1948.435,0.0,0.0,50.0,TON
inv-01-817975184dcb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-adeb6e49066a,STK-20260228-RM-LIME-LOC-P2-FG,2026-02-28,LOC-P2-FG,RM-LIME,ALL,0.0,0.0,0.0,50.0,TON
inv-01-47d5eeb91522,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-407fbb9faf2d,STK-20260228-WIP-MATTE-LOC-P1-RAW,2026-02-28,LOC-P1-RAW,WIP-MATTE,ALL,102.2,0.0,0.0,10.0,TON
inv-01-895468d35fbd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-158be369dc0b,STK-20260228-WIP-MATTE-LOC-P1-FG,2026-02-28,LOC-P1-FG,WIP-MATTE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-152e15377e71,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-779ab2b50f01,STK-20260228-WIP-ANODE-LOC-P1-RAW,2026-02-28,LOC-P1-RAW,WIP-ANODE,ALL,97.47,0.0,0.0,10.0,TON
