record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,equipment_event_id,equipment_id,event_type,start_at,end_at,planned,root_cause,capacity_loss_hours
mfg-03-b45779dbfe98,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b2371eab539d,EQEV-000001,EQ-01-001,PLANNED_MAINTENANCE,2023-08-01T00:00:00+00:00,2023-08-01T03:00:00+00:00,True,PERIODIC_PM,3
mfg-03-30ab80d840da,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a43470616da3,EQEV-000002,EQ-01-002,BREAKDOWN,2023-08-24T00:00:00+00:00,2023-08-24T02:00:00+00:00,False,DEMO_WEAR,2
mfg-03-c649aa3c8cd6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e152d5f9f249,EQEV-000003,EQ-01-003,BREAKDOWN,2023-09-16T00:00:00+00:00,2023-09-16T03:00:00+00:00,False,DEMO_WEAR,3
mfg-03-32367013ca3b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4c91d6e7b74e,EQEV-000004,EQ-01-004,BREAKDOWN,2023-10-09T00:00:00+00:00,2023-10-09T04:00:00+00:00,False,DEMO_WEAR,4
mfg-03-0fae959edada,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-55605cce226c,EQEV-000005,EQ-01-005,PLANNED_MAINTENANCE,2023-11-01T00:00:00+00:00,2023-11-01T07:00:00+00:00,True,PERIODIC_PM,7
mfg-03-c8bca9da966d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-39bbfd62f474,EQEV-000006,EQ-02-006,BREAKDOWN,2023-11-24T00:00:00+00:00,2023-11-24T06:00:00+00:00,False,DEMO_WEAR,6
mfg-03-fa0bc326de8a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1b4ed28eeb95,EQEV-000007,EQ-02-007,BREAKDOWN,2023-12-17T00:00:00+00:00,2023-12-17T07:00:00+00:00,False,DEMO_WEAR,7
mfg-03-0aafeb835295,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-de5f36a945cc,EQEV-000008,EQ-02-008,BREAKDOWN,2024-01-09T00:00:00+00:00,2024-01-09T08:00:00+00:00,False,DEMO_WEAR,8
mfg-03-857e3ba63641,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-629c273be0f6,EQEV-000009,EQ-02-009,PLANNED_MAINTENANCE,2024-02-01T00:00:00+00:00,2024-02-01T11:00:00+00:00,True,PERIODIC_PM,11
mfg-03-f512fd491ce9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cfada3df2ed0,EQEV-000010,EQ-02-010,BREAKDOWN,2024-02-24T00:00:00+00:00,2024-02-24T10:00:00+00:00,False,DEMO_WEAR,10
