record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,plan_line_id,plan_date,site_id,product_id,plan_quantity,quantity_uom,priority,material_requirement,capacity_requirement_hours,status
mfg-01-5dbb4d37656c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1b484d0a0a86,MPS-0000001,2023-08-01,plant-afs-smelting-01,FG-CATHODE,4.5,TON,1,14.94,0.818,RELEASED
mfg-01-145e00e3825e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a82fcd0f9e9b,MPS-0000002,2023-08-06,plant-afs-battery-02,FG-LIOH,5.445,TON,2,29.24,0.99,RELEASED
mfg-01-41ae1ee1db25,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8ed757cec7c0,MPS-0000003,2023-08-11,plant-afs-battery-02,FG-NISO4,6.39,TON,3,9.904,1.162,RELEASED
mfg-01-18dfea321a07,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-52b6ca7bff8a,MPS-0000004,2023-08-16,plant-afs-smelting-01,FG-CATHODE,7.335,TON,1,24.352,1.334,RELEASED
mfg-01-b0ee4bc13b69,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5179de9cb142,MPS-0000005,2023-08-21,plant-afs-battery-02,FG-LIOH,8.28,TON,2,44.464,1.505,RELEASED
mfg-01-654398cfb055,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-226db71934a8,MPS-0000006,2023-08-26,plant-afs-battery-02,FG-NISO4,9.225,TON,3,14.299,1.677,RELEASED
mfg-01-726ed1817fc5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-447c899f4d94,MPS-0000007,2023-08-31,plant-afs-smelting-01,FG-CATHODE,10.17,TON,1,33.764,1.849,RELEASED
mfg-01-42e3adecbe78,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d9b05fad8a03,MPS-0000008,2023-09-05,plant-afs-battery-02,FG-LIOH,11.115,TON,2,59.688,2.021,RELEASED
mfg-01-1795675774ee,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4f4b00d30522,MPS-0000009,2023-09-10,plant-afs-battery-02,FG-NISO4,12.06,TON,3,18.693,2.193,RELEASED
mfg-01-4de002ed8957,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9817dca469f2,MPS-0000010,2023-09-15,plant-afs-smelting-01,FG-CATHODE,13.005,TON,1,43.177,2.365,RELEASED
mfg-01-8f022a0f575f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-38f1f68e0d98,MPS-0000011,2023-09-20,plant-afs-battery-02,FG-LIOH,13.95,TON,2,74.912,2.536,RELEASED
mfg-01-c355266eae99,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f2421521f4db,MPS-0000012,2023-09-26,plant-afs-battery-02,FG-NISO4,14.895,TON,3,23.087,2.708,RELEASED
mfg-01-8929697e119c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5a4673c60cf8,MPS-0000013,2023-10-01,plant-afs-smelting-01,FG-CATHODE,15.84,TON,1,52.589,2.88,RELEASED
mfg-01-2852a1deb2fb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5f7cddd35057,MPS-0000014,2023-10-06,plant-afs-battery-02,FG-LIOH,16.785,TON,2,90.135,3.052,RELEASED
mfg-01-4a0f61245354,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0b8af8c2f2aa,MPS-0000015,2023-10-11,plant-afs-battery-02,FG-NISO4,17.73,TON,3,27.481,3.224,RELEASED
mfg-01-76e4ad39a276,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a0dbd66c79ed,MPS-0000016,2023-10-16,plant-afs-smelting-01,FG-CATHODE,18.675,TON,1,62.001,3.395,RELEASED
mfg-01-76bac7c136b8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3fcb875b7e9f,MPS-0000017,2023-10-21,plant-afs-battery-02,FG-LIOH,19.62,TON,2,105.359,3.567,RELEASED
mfg-01-e59e5492c311,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-90e9c0b6d563,MPS-0000018,2023-10-26,plant-afs-battery-02,FG-NISO4,20.565,TON,3,31.876,3.739,RELEASED
mfg-01-60fc429d1e9f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c9279594651c,MPS-0000019,2023-10-31,plant-afs-smelting-01,FG-CATHODE,21.51,TON,1,71.413,3.911,RELEASED
