record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,snapshot_id,snapshot_date,location_id,material_id,lot_id,unrestricted_quantity,quality_quantity,blocked_quantity,safety_stock_quantity,quantity_uom
inv-01-2a7c161c531f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b240fe5c2e71,STK-20260228-RM-CU-CONC-LOC-P1-RAW,2026-02-28,LOC-P1-RAW,RM-CU-CONC,ALL,1486.0,0.0,0.0,50.0,TON
inv-01-8f5d41a7b1b0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-52acd47dd8c1,STK-20260228-RM-CU-CONC-LOC-P1-FG,2026-02-28,LOC-P1-FG,RM-CU-CONC,ALL,0.0,0.0,0.0,50.0,TON
inv-01-e7114d04cf40,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0c125e4a8860,STK-20260228-RM-CU-CONC-LOC-P2-RAW,2026-02-28,LOC-P2-RAW,RM-CU-CONC,ALL,0.0,0.0,0.0,50.0,TON
inv-01-a4b8bb007e1a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a5023816c727,STK-20260228-RM-CU-CONC-LOC-P2-FG,2026-02-28,LOC-P2-FG,RM-CU-CONC,ALL,0.0,0.0,0.0,50.0,TON
inv-01-e968baed9a02,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d0b6192c2d04,STK-20260228-RM-MHP-LOC-P1-RAW,2026-02-28,LOC-P1-RAW,RM-MHP,ALL,0.0,0.0,0.0,50.0,TON
inv-01-3cd613147139,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b357009f81e1,STK-20260228-RM-MHP-LOC-P1-FG,2026-02-28,LOC-P1-FG,RM-MHP,ALL,1.52,0.0,0.0,50.0,TON
inv-01-32e91334b703,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e5c3a87ea9e9,STK-20260228-RM-MHP-LOC-P2-RAW,2026-02-28,LOC-P2-RAW,RM-MHP,ALL,1480.951,0.0,0.0,50.0,TON
inv-01-e77623462951,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-29f913364e65,STK-20260228-RM-MHP-LOC-P2-FG,2026-02-28,LOC-P2-FG,RM-MHP,ALL,0.0,0.0,0.0,50.0,TON
inv-01-397c94feed87,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-06e57fc07bc3,STK-20260228-RM-H2SO4-LOC-P1-RAW,2026-02-28,LOC-P1-RAW,RM-H2SO4,ALL,0.0,0.0,0.0,50.0,TON
inv-01-d9e87d71fe63,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5b66d166574e,STK-20260228-RM-H2SO4-LOC-P1-FG,2026-02-28,LOC-P1-FG,RM-H2SO4,ALL,0.0,0.0,0.0,50.0,TON
inv-01-787ecd07b1b9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f587731b7b34,STK-20260228-RM-H2SO4-LOC-P2-RAW,2026-02-28,LOC-P2-RAW,RM-H2SO4,ALL,1375.638,0.0,0.0,50.0,TON
inv-01-b5298d9fcaa2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-11f69ef924b9,STK-20260228-RM-H2SO4-LOC-P2-FG,2026-02-28,LOC-P2-FG,RM-H2SO4,ALL,0.0,0.0,0.0,50.0,TON
inv-01-df6ea9fd61ba,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cf1d6fcaafb9,STK-20260228-RM-LIME-LOC-P1-RAW,2026-02-28,LOC-P1-RAW,RM-LIME,ALL,0.0,0.0,0.0,50.0,TON
