record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,sales_line_id,customer_id,product_id,order_date,due_date,actual_ship_date,plan_quantity,order_quantity,shipped_quantity,quantity_uom,unit_price,currency,status
sls-01-632ca159ba5c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ec3e6a071407,SO-000001-10,CUS-0001,FG-CATHODE,2023-08-01,2023-08-21,2023-08-23,8.0,8.0,8.0,TON,9025.0,KRW,SHIPPED
sls-01-febe2c21b19f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8392edc01465,SO-000002-10,CUS-0002,BP-H2SO4,2023-08-14,2023-09-04,2023-09-03,29.1,29.1,29.1,TON,38.48,USD,SHIPPED
sls-01-b9c2faef211e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-275a42f48fa4,SO-000003-10,CUS-0003,BP-GOLD,2023-08-27,2023-09-18,2023-09-20,0.125,0.125,0.125,KG,76946.0,USD,SHIPPED
sls-01-378f1e22c890,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c2c5d739fb54,SO-000004-10,CUS-0004,FG-CATHODE,2023-09-09,2023-10-02,2023-10-03,13.1,13.1,13.1,TON,9367.0,USD,SHIPPED
sls-01-98af34a2fadf,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5227eed2af8f,SO-000005-10,CUS-0005,BP-H2SO4,2023-09-22,2023-10-16,2023-10-16,44.4,44.4,44.4,TON,39.92,KRW,SHIPPED
sls-01-a31b99f0ab9c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-285e4caf806f,SO-000006-10,CUS-0006,BP-GOLD,2023-10-05,2023-10-30,2023-10-28,0.181,0.181,0.181,KG,79790.0,USD,SHIPPED
sls-01-32cf0daea44b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c6ad31098d7d,SO-000007-10,CUS-0007,FG-CATHODE,2023-10-18,2023-11-13,2023-11-14,18.2,18.2,18.2,TON,9709.0,USD,SHIPPED
sls-01-9aecf5649d32,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7831489b259f,SO-000008-10,CUS-0008,BP-H2SO4,2023-10-31,2023-11-27,2023-11-29,59.7,59.7,59.7,TON,41.36,USD,SHIPPED
sls-01-17d3c0fd8304,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a32806c1a24b,SO-000009-10,CUS-0009,BP-GOLD,2023-11-13,2023-12-11,2023-12-12,0.238,0.238,0.238,KG,82634.0,KRW,SHIPPED
sls-01-c1bbea194da1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-01aff305a211,SO-000010-10,CUS-0010,FG-CATHODE,2023-11-27,2023-12-26,2023-12-25,23.3,23.3,23.3,TON,9025.0,USD,SHIPPED
