record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,shipment_id,po_line_id,vessel_or_mode,origin_port,destination_port,lane_id,shipment_quantity,quantity_uom,freight_amount,freight_currency,etd,eta,status
log-02-6d89c9f77c69,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-39165d968fc1,SHP-000001,PO-000001-10,DEMO-VESSEL-02,PERTH,ULSAN,LANE-002,341.052,TON,25067.32,USD,2026-02-05,2026-02-24,DELIVERED
log-02-88b4084b6ba9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-839d065065d1,SHP-000002,PO-000002-10,DEMO-VESSEL-03,VALPARAISO,ULSAN,LANE-003,44.206,EA,3403.86,USD,2026-02-24,2026-03-15,DELIVERED
log-02-274e2651f552,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8406660ba204,SHP-000003,PO-000003-10,DEMO-VESSEL-04,SHANGHAI,ULSAN,LANE-004,24.0,TON,1932.0,USD,2026-03-15,2026-04-11,DELIVERED
log-02-65fbc11a1cc8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-11e55885a1d3,SHP-000004,PO-000005-10,DEMO-VESSEL-05,JAKARTA,ULSAN,LANE-005,843.857,TON,70883.99,USD,2026-04-21,2026-05-26,DELIVERED
log-02-0ad39122f4fe,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b2d0c4371962,SHP-000005,PO-000006-10,DEMO-VESSEL-06,PERTH,ULSAN,LANE-006,37.5,EA,3281.25,USD,2026-05-10,2026-06-19,DELIVERED
log-02-842731dd857c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9a1bcf33f8c3,SHP-000006,PO-000007-10,DEMO-VESSEL-07,VALPARAISO,ULSAN,LANE-007,42.0,TON,3822.0,USD,2026-05-29,2026-07-11,DELIVERED
log-02-6c380b27c6ba,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1b5046af49ec,SHP-000007,PO-000008-10,DEMO-VESSEL-08,SHANGHAI,ULSAN,LANE-008,46.5,TON,4394.25,USD,2026-06-17,2026-08-06,DELIVERED
log-02-a1745f3f3f62,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8434947f5131,SHP-000008,PO-000009-10,DEMO-VESSEL-09,JAKARTA,ULSAN,LANE-009,341.158,TON,33433.48,USD,2026-07-06,2026-09-04,DELIVERED
log-02-4dfac6aa32c8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a01e88e11c60,SHP-000009,PO-000010-10,DEMO-VESSEL-10,PERTH,ULSAN,LANE-010,55.5,EA,5633.25,USD,2026-07-25,2026-09-28,DELIVERED
log-02-0e2dab192adb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ad6f78d7c59d,SHP-000010,PO-000012-10,DEMO-VESSEL-11,VALPARAISO,ULSAN,LANE-011,15.0,TON,1575.0,USD,2026-02-15,2026-03-08,DELIVERED
log-02-585370a30386,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a8bddef95bff,SHP-000011,PO-000014-10,DEMO-VESSEL-12,SHANGHAI,ULSAN,LANE-012,24.0,EA,2604.0,USD,2026-03-24,2026-04-24,DELIVERED
