record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,snapshot_id,snapshot_date,location_id,material_id,lot_id,unrestricted_quantity,quality_quantity,blocked_quantity,safety_stock_quantity,quantity_uom
inv-01-11acb92c3b57,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-812f837afb16,STK-20230831-RM-CU-CONC-LOC-P1-RAW,2023-08-31,LOC-P1-RAW,RM-CU-CONC,ALL,8007.548,0.0,0.0,50.0,TON
inv-01-66d57bb96e5e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-52da7c4e38a2,STK-20230831-RM-CU-CONC-LOC-P1-WIP,2023-08-31,LOC-P1-WIP,RM-CU-CONC,ALL,0.0,0.0,0.0,50.0,TON
inv-01-cbc5cd017869,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2f7a3072a248,STK-20230831-RM-CU-CONC-LOC-P1-FG,2023-08-31,LOC-P1-FG,RM-CU-CONC,ALL,0.11,0.0,0.0,50.0,TON
inv-01-12bbd6fc4210,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1aed558e75b0,STK-20230831-RM-MHP-LOC-P2-RAW,2023-08-31,LOC-P2-RAW,RM-MHP,ALL,8300.086,0.0,0.0,50.0,TON
inv-01-1ef2f71ea97d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c6903eb2cb3f,STK-20230831-RM-MHP-LOC-P2-QI,2023-08-31,LOC-P2-QI,RM-MHP,ALL,0.22,0.0,0.0,50.0,TON
inv-01-ab3994e9a426,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fbb7cfa0ea09,STK-20230831-RM-MHP-LOC-P2-WIP,2023-08-31,LOC-P2-WIP,RM-MHP,ALL,0.0,0.0,0.0,50.0,TON
inv-01-bf1f067235de,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-00a656524a37,STK-20230831-RM-MHP-LOC-P2-FG,2023-08-31,LOC-P2-FG,RM-MHP,ALL,0.0,0.0,0.0,50.0,TON
inv-01-64f91ea1e300,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2b9a5b70aae7,STK-20230831-RM-H2SO4-LOC-P2-RAW,2023-08-31,LOC-P2-RAW,RM-H2SO4,ALL,8276.573,0.0,0.0,50.0,TON
inv-01-5a7511624a6d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-578d35bafba0,STK-20230831-RM-H2SO4-LOC-P2-QI,2023-08-31,LOC-P2-QI,RM-H2SO4,ALL,0.0,0.0,0.0,50.0,TON
inv-01-3d99258665f8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fc5d480f388d,STK-20230831-RM-H2SO4-LOC-P2-WIP,2023-08-31,LOC-P2-WIP,RM-H2SO4,ALL,0.28,0.0,0.0,50.0,TON
