record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,equipment_event_id,equipment_id,event_type,start_at,end_at,planned,root_cause,capacity_loss_hours
mfg-03-b45779dbfe98,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b2371eab539d,EQEV-000001,EQ-01-001,PLANNED_MAINTENANCE,2023-08-01T00:00:00+00:00,2023-08-01T03:00:00+00:00,True,PERIODIC_PM,3
mfg-03-4dcd4a2e274d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-acc48bdc7121,EQEV-000002,EQ-02-002,BREAKDOWN,2023-08-24T00:00:00+00:00,2023-08-24T02:00:00+00:00,False,DEMO_WEAR,2
mfg-03-fcc69fbfd409,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aa5e23eb4818,EQEV-000003,EQ-02-003,BREAKDOWN,2023-09-16T00:00:00+00:00,2023-09-16T03:00:00+00:00,False,DEMO_WEAR,3
mfg-03-32367013ca3b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4c91d6e7b74e,EQEV-000004,EQ-01-004,BREAKDOWN,2023-10-09T00:00:00+00:00,2023-10-09T04:00:00+00:00,False,DEMO_WEAR,4
mfg-03-af06af98de83,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8e2c8f404f2e,EQEV-000005,EQ-02-005,PLANNED_MAINTENANCE,2023-11-01T00:00:00+00:00,2023-11-01T07:00:00+00:00,True,PERIODIC_PM,7
mfg-03-5f929a2e0628,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1d0383611bd4,EQEV-000006,EQ-01-006,BREAKDOWN,2023-11-24T00:00:00+00:00,2023-11-24T06:00:00+00:00,False,DEMO_WEAR,6
mfg-03-fa0bc326de8a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1b4ed28eeb95,EQEV-000007,EQ-02-007,BREAKDOWN,2023-12-17T00:00:00+00:00,2023-12-17T07:00:00+00:00,False,DEMO_WEAR,7
mfg-03-ab832a7ef431,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7379a4ff838c,EQEV-000008,EQ-01-008,BREAKDOWN,2024-01-09T00:00:00+00:00,2024-01-09T08:00:00+00:00,False,DEMO_WEAR,8
mfg-03-857e3ba63641,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-629c273be0f6,EQEV-000009,EQ-02-009,PLANNED_MAINTENANCE,2024-02-01T00:00:00+00:00,2024-02-01T11:00:00+00:00,True,PERIODIC_PM,11
mfg-03-77e234c85b94,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c3e299e417a7,EQEV-000010,EQ-01-010,BREAKDOWN,2024-02-24T00:00:00+00:00,2024-02-24T10:00:00+00:00,False,DEMO_WEAR,10
mfg-03-061bbed3b03b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-10d9964f7465,EQEV-000011,EQ-02-011,BREAKDOWN,2024-03-18T00:00:00+00:00,2024-03-18T11:00:00+00:00,False,DEMO_WEAR,11
mfg-03-fd610f7bc3aa,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e45838e21671,EQEV-000012,EQ-01-012,BREAKDOWN,2024-04-10T00:00:00+00:00,2024-04-10T01:00:00+00:00,False,DEMO_WEAR,1
mfg-03-5e6d1aa567fa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aba1713f2b9a,EQEV-000013,EQ-02-013,PLANNED_MAINTENANCE,2024-05-03T00:00:00+00:00,2024-05-03T15:00:00+00:00,True,PERIODIC_PM,15
mfg-03-189475bbab75,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-341cbbb70a99,EQEV-000014,EQ-01-014,BREAKDOWN,2024-05-26T00:00:00+00:00,2024-05-26T03:00:00+00:00,False,DEMO_WEAR,3
mfg-03-1936b7a7441e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3581f835c0ae,EQEV-000015,EQ-02-015,BREAKDOWN,2024-06-18T00:00:00+00:00,2024-06-18T04:00:00+00:00,False,DEMO_WEAR,4
mfg-03-b75abba757d0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6462861f01d0,EQEV-000016,EQ-01-016,BREAKDOWN,2024-07-11T00:00:00+00:00,2024-07-11T05:00:00+00:00,False,DEMO_WEAR,5
mfg-03-f0bfc45887d0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ad61d1f940d0,EQEV-000017,EQ-02-017,PLANNED_MAINTENANCE,2024-08-03T00:00:00+00:00,2024-08-03T19:00:00+00:00,True,PERIODIC_PM,19
