record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,routing_id,operation_seq,operation_name,equipment_id,equipment_name,product_id,rate_per_hour,rate_uom,setup_hours,rated_oee,calendar_hours_month
mdm-06-7017baec1adb,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a2fc4dc7ccd7,ROUTE-FG-CATHODE,10,배소,EQ-01-001,배소 설비 01,FG-CATHODE,3.5,TON/H,0.5,0.82,720
mdm-06-ae3f97cc3b4b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5a6487787787,ROUTE-FG-NISO4,20,침출·용해,EQ-02-002,침출·용해 설비 02,FG-NISO4,4.2,TON/H,0.75,0.835,720
mdm-06-0f5800f36063,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2a6e2cdaffd9,ROUTE-FG-LIOH,30,정제,EQ-02-003,정제 설비 03,FG-LIOH,4.9,TON/H,1.0,0.85,720
mdm-06-2a3284c19c9c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4b4fb97c169b,ROUTE-MAT-FI-0017,40,정제,EQ-01-004,정제 설비 04,MAT-FI-0017,5.6,TON/H,1.25,0.865,720
mdm-06-7fa2630c34ea,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f16383e5030d,ROUTE-MAT-FI-0023,50,전해정련,EQ-02-005,전해정련 설비 05,MAT-FI-0023,6.3,TON/H,0.5,0.88,720
mdm-06-ab94ac2fef18,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ede370a502eb,ROUTE-MAT-FI-0029,10,배소,EQ-01-006,배소 설비 06,MAT-FI-0029,7.0,TON/H,0.75,0.895,720
mdm-06-5f0e9f386bf9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-90030f184536,ROUTE-MAT-FI-0035,20,용련,EQ-02-007,용련 설비 07,MAT-FI-0035,7.7,TON/H,1.0,0.91,720
mdm-06-d9c9c7b90295,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c4b7c9b36bf4,ROUTE-MAT-FI-0041,30,전로정련,EQ-01-008,전로정련 설비 08,MAT-FI-0041,8.4,TON/H,1.25,0.925,720
mdm-06-e0b9aa726db3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2274b5cf4ee4,ROUTE-MAT-FI-0047,40,정제,EQ-02-009,정제 설비 09,MAT-FI-0047,3.5,TON/H,0.5,0.82,720
mdm-06-9181f764e824,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dd4fd487bba7,ROUTE-MAT-FI-0053,50,전해정련,EQ-01-010,전해정련 설비 10,MAT-FI-0053,4.2,TON/H,0.75,0.835,720
